Station,Date,Depth,Parameter,Value,Unit,VQ
33,'08/04/2008',0.5,pH,7.78,None,NA
33,'08/04/2008',0.5,"Nitrogen, Kjeldahl",0.808,mg/l,NA
33,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.025,mg/l,M
3,'08/04/2008',0.5,Dissolved oxygen (DO),1.76,mg/l,NA
3,'08/04/2008',0.5,"Nitrogen, Kjeldahl",1.46,mg/l,NA
3,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",11.9,mg/m3,NA
3,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.124,mg/l,NA
3,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",0.213,mg/l,NA
3,'08/04/2008',0.5,"Temperature, water",29.7,deg C,NA
3,'08/04/2008',0.5,Turbidity,2.3,NTU,NA
3,'08/04/2008',0.5,pH,7.45,None,NA
3,'08/04/2008',0.5,Phosphorus as P,0.257,mg/l,NA
3,'08/04/2008',0.5,Salinity,NaN,ppth,T
11,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.14,mg/m3,M
11,'08/04/2008',0.5,"Temperature, water",30.9,deg C,NA
11,'08/04/2008',0.5,Dissolved oxygen (DO),5.1,mg/l,NA
11,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.115,mg/l,NA
11,'08/04/2008',0.5,Turbidity,1.8,NTU,NA
11,'08/04/2008',0.5,"Nitrogen, Kjeldahl",1.23,mg/l,NA
11,'08/04/2008',0.5,pH,7.65,None,NA
11,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,J
11,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.129,mg/l,NA
11,'08/04/2008',0.5,Salinity,NaN,ppth,U
11,'08/04/2008',0.5,Phosphorus as P,0.014,mg/l,M
11,'08/04/2008',0.5,"Nitrogen, Kjeldahl",1.23,mg/l,NA
11,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.35,mg/m3,M
11,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,J
11,'08/04/2008',0.5,"Temperature, water",30.9,deg C,NA
11,'08/04/2008',0.5,Salinity,NaN,ppth,U
11,'08/04/2008',0.5,Turbidity,1.7,NTU,NA
11,'08/04/2008',0.5,Dissolved oxygen (DO),5.15,mg/l,NA
11,'08/04/2008',0.5,pH,7.6,None,NA
11,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.131,mg/l,NA
11,'08/04/2008',0.5,Phosphorus as P,0.013,mg/l,M
11,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.131,mg/l,NA
2,'08/04/2008',0.5,"Temperature, water",30.2,deg C,NA
2,'08/04/2008',0.5,Dissolved oxygen (DO),2.44,mg/l,NA
2,'08/04/2008',0.5,"Nitrogen, Kjeldahl",0.508,mg/l,NA
2,'08/04/2008',0.5,pH,7.51,None,NA
2,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.095,mg/l,M
2,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",8.38,mg/m3,NA
2,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",0.118,mg/l,NA
2,'08/04/2008',0.5,Salinity,NaN,ppth,U
2,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.16,mg/l,NA
2,'08/04/2008',0.5,Phosphorus as P,0.027,mg/l,M
2,'08/04/2008',0.5,Turbidity,1.2,NTU,NA
12,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.15,mg/l,NA
12,'08/04/2008',0.5,Phosphorus as P,0.019,mg/l,M
12,'08/04/2008',0.5,Salinity,NaN,ppth,U
12,'08/04/2008',0.5,pH,7.56,None,NA
12,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.68,mg/m3,M
12,'08/04/2008',0.5,Dissolved oxygen (DO),5.19,mg/l,NA
12,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.133,mg/l,NA
12,'08/04/2008',0.5,"Temperature, water",30.2,deg C,NA
12,'08/04/2008',0.5,Turbidity,6.2,NTU,NA
12,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,J
12,'08/04/2008',0.5,"Nitrogen, Kjeldahl",1.3,mg/l,NA
1,'08/04/2008',0.5,"Temperature, water",30.3,deg C,NA
1,'08/04/2008',0.5,pH,7.51,None,NA
1,'08/04/2008',0.5,"Nitrogen, Kjeldahl",1.26,mg/l,NA
1,'08/04/2008',0.5,Dissolved oxygen (DO),4.77,mg/l,NA
1,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",7.06,mg/m3,NA
1,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.077,mg/l,NA
1,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.05,mg/l,M
1,'08/04/2008',0.5,Turbidity,2,NTU,NA
1,'08/04/2008',0.5,Phosphorus as P,0.11,mg/l,NA
1,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",0.077,mg/l,NA
1,'08/04/2008',0.5,Salinity,12.1,ppth,NA
14,'08/04/2008',0.5,Dissolved oxygen (DO),3.3,mg/l,NA
14,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,J
14,'08/04/2008',0.5,Salinity,NaN,ppth,U
14,'08/04/2008',0.5,pH,7.44,None,NA
14,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.082,mg/l,NA
14,'08/04/2008',0.5,"Nitrogen, Kjeldahl",1.46,mg/l,NA
14,'08/04/2008',0.5,Phosphorus as P,0.009,mg/l,M
14,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.226,mg/l,NA
14,'08/04/2008',0.5,"Temperature, water",30.8,deg C,NA
14,'08/04/2008',0.5,Turbidity,1.7,NTU,NA
14,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.32,mg/m3,M
110,'08/04/2008',0.5,Phosphorus as P,0.089,mg/l,NA
110,'08/04/2008',0.5,"Nitrogen, Kjeldahl",0.622,mg/l,NA
110,'08/04/2008',0.5,Salinity,NaN,ppth,U
110,'08/04/2008',0.5,Dissolved oxygen (DO),3.91,mg/l,NA
110,'08/04/2008',0.5,"Phosphorus, orthophosphate as P",0.02,mg/l,J
110,'08/04/2008',0.5,pH,7.92,None,NA
110,'08/04/2008',0.5,Turbidity,23,NTU,NA
110,'08/04/2008',0.5,"Temperature, water",30,deg C,NA
110,'08/04/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.056,mg/l,NA
110,'08/04/2008',0.5,"Chlorophyll a, corrected for pheophytin",29.1,mg/m3,NA
110,'08/04/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.105,mg/l,NA
10,'05/14/2008',0.5,pH,7.86,None,NA
10,'05/14/2008',0.5,Dissolved oxygen (DO),6.85,mg/l,NA
10,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.022,mg/l,M
10,'05/14/2008',0.5,Turbidity,1.3,NTU,NA
10,'05/14/2008',0.5,Phosphorus as P,0.046,mg/l,NA
10,'05/14/2008',0.5,Salinity,30.1,ppth,NA
10,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.019,mg/l,NA
10,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.667,mg/l,NA
10,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",6.11,mg/m3,NA
10,'05/14/2008',0.5,"Temperature, water",28.5,deg C,NA
10,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
22,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",4.54,mg/m3,NA
49,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.28,mg/m3,M
49,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.497,mg/l,NA
49,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.017,mg/l,NA
49,'05/14/2008',0.5,"Temperature, water",28.5,deg C,NA
49,'05/14/2008',0.5,Turbidity,1.4,NTU,NA
49,'05/14/2008',0.5,pH,7.85,None,NA
49,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.039,mg/l,NA
49,'05/14/2008',0.5,Salinity,29.6,ppth,NA
49,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.05,mg/l,M
49,'05/14/2008',0.5,Dissolved oxygen (DO),6.38,mg/l,NA
49,'05/14/2008',0.5,Phosphorus as P,0.046,mg/l,NA
22,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.448,mg/l,NA
22,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
22,'05/14/2008',0.5,"Temperature, water",27.3,deg C,NA
22,'05/14/2008',0.5,Phosphorus as P,0.019,mg/l,M
22,'05/14/2008',0.5,Dissolved oxygen (DO),5.06,mg/l,NA
22,'05/14/2008',0.5,Turbidity,1.5,NTU,NA
22,'05/14/2008',0.5,Salinity,0.0688,ppth,M
22,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.11,mg/l,NA
22,'05/14/2008',0.5,pH,7.87,None,NA
22,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.76,mg/l,NA
28,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.995,mg/l,NA
28,'05/14/2008',0.5,"Temperature, water",27.6,deg C,NA
28,'05/14/2008',0.5,Phosphorus as P,0.019,mg/l,M
28,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",7.38,mg/m3,NA
28,'05/14/2008',0.5,Turbidity,1.7,NTU,NA
28,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.117,mg/l,NA
28,'05/14/2008',0.5,Dissolved oxygen (DO),7.19,mg/l,NA
28,'05/14/2008',0.5,Salinity,0.0325,ppth,M
28,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.063,mg/l,M
28,'05/14/2008',0.5,pH,8,None,NA
28,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,U
21,'05/14/2008',0.5,pH,8.4,None,NA
21,'05/14/2008',0.5,Dissolved oxygen (DO),7.86,mg/l,NA
21,'05/14/2008',0.5,Turbidity,1,NTU,NA
21,'05/14/2008',0.5,"Temperature, water",27.5,deg C,NA
21,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.34,mg/l,NA
21,'05/14/2008',0.5,Salinity,0.0434,ppth,M
21,'05/14/2008',0.5,Phosphorus as P,0.016,mg/l,M
21,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.234,mg/l,NA
21,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.91,mg/m3,M
21,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.012,mg/l,NA
21,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
38,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.74,mg/m3,M
38,'05/14/2008',0.5,pH,7.95,None,NA
38,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.311,mg/l,M
38,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.011,mg/l,NA
38,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
38,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
38,'05/14/2008',0.5,"Temperature, water",27.4,deg C,NA
38,'05/14/2008',0.5,Phosphorus as P,0.037,mg/l,NA
38,'05/14/2008',0.5,Dissolved oxygen (DO),6.35,mg/l,NA
38,'05/14/2008',0.5,Salinity,33.5,ppth,NA
38,'05/14/2008',0.5,Turbidity,1.4,NTU,NA
31,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.088,mg/l,M
31,'05/14/2008',0.5,Dissolved oxygen (DO),6.04,mg/l,NA
31,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
31,'05/14/2008',0.5,"Temperature, water",26.3,deg C,NA
31,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.049,mg/l,NA
31,'05/14/2008',0.5,Salinity,NaN,ppth,U
31,'05/14/2008',0.5,Turbidity,0.55,NTU,NA
31,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.15,mg/l,NA
31,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.34,mg/m3,M
31,'05/14/2008',0.5,Phosphorus as P,0.009,mg/l,M
31,'05/14/2008',0.5,pH,7.82,None,NA
20,'05/14/2008',0.5,"Temperature, water",30.1,deg C,NA
20,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",11.1,mg/m3,NA
20,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.047,mg/l,M
20,'05/14/2008',0.5,Salinity,11.4,ppth,NA
20,'05/14/2008',0.5,Phosphorus as P,0.035,mg/l,M
20,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.04,mg/l,NA
20,'05/14/2008',0.5,pH,7.72,None,NA
20,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.66,mg/l,NA
20,'05/14/2008',0.5,Dissolved oxygen (DO),7.13,mg/l,NA
20,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.065,mg/l,NA
20,'05/14/2008',0.5,Turbidity,1.4,NTU,NA
90,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",13,mg/m3,NA
90,'05/14/2008',0.5,Turbidity,1.9,NTU,NA
90,'05/14/2008',0.5,pH,7.64,None,NA
90,'05/14/2008',0.5,Phosphorus as P,0.041,mg/l,NA
90,'05/14/2008',0.5,Dissolved oxygen (DO),5.77,mg/l,NA
90,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.031,mg/l,M
90,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.04,mg/l,NA
90,'05/14/2008',0.5,"Temperature, water",33,deg C,NA
90,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.023,mg/l,M
90,'05/14/2008',0.5,Salinity,18.8,ppth,NA
90,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.783,mg/l,NA
90,'05/14/2008',0.5,"Temperature, water",33,deg C,NA
90,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.061,mg/l,NA
90,'05/14/2008',0.5,Dissolved oxygen (DO),5.9,mg/l,NA
90,'05/14/2008',0.5,Turbidity,1,NTU,NA
90,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",13,mg/m3,NA
90,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.023,mg/l,M
90,'05/14/2008',0.5,Phosphorus as P,0.041,mg/l,NA
90,'05/14/2008',0.5,pH,7.63,None,NA
90,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.918,mg/l,NA
90,'05/14/2008',0.5,Salinity,18.8,ppth,NA
90,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.014,mg/l,NA
39,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.083,mg/l,NA
39,'05/14/2008',0.5,Salinity,35.5,ppth,NA
39,'05/14/2008',0.5,Turbidity,1.2,NTU,NA
39,'05/14/2008',0.5,pH,7.84,None,NA
39,'05/14/2008',0.5,"Temperature, water",27,deg C,NA
39,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.014,mg/l,NA
39,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",NaN,,T
39,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.241,mg/l,M
39,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.025,mg/l,M
39,'05/14/2008',0.5,Dissolved oxygen (DO),5.71,mg/l,NA
39,'05/14/2008',0.5,Phosphorus as P,0.037,mg/l,NA
17,'05/14/2008',0.5,pH,9.14,None,NA
25,'05/14/2008',0.5,Turbidity,1.6,NTU,NA
25,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.009,mg/l,M
25,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",14.9,mg/m3,NA
25,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.73,mg/l,NA
25,'05/14/2008',0.5,pH,7.62,None,NA
25,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.014,mg/l,M
25,'05/14/2008',0.5,Dissolved oxygen (DO),6.18,mg/l,NA
25,'05/14/2008',0.5,"Temperature, water",27.7,deg C,NA
25,'05/14/2008',0.5,Phosphorus as P,NaN,,U
25,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
25,'05/14/2008',0.5,Salinity,21.6,ppth,NA
17,'05/14/2008',0.5,Salinity,NaN,ppth,U
17,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.046,mg/l,NA
17,'05/14/2008',0.5,Phosphorus as P,0.041,mg/l,NA
17,'05/14/2008',0.5,Dissolved oxygen (DO),7.08,mg/l,NA
17,'05/14/2008',0.5,"Temperature, water",26.7,deg C,NA
17,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
17,'05/14/2008',0.5,Turbidity,3.5,NTU,NA
17,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.823,mg/l,NA
17,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
17,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",8.1,mg/m3,NA
40,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.332,mg/l,M
40,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.017,mg/l,M
40,'05/14/2008',0.5,pH,7.85,None,NA
40,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.024,mg/l,M
40,'05/14/2008',0.5,Dissolved oxygen (DO),5.48,mg/l,NA
40,'05/14/2008',0.5,Phosphorus as P,0.043,mg/l,NA
40,'05/14/2008',0.5,"Temperature, water",27.6,deg C,NA
40,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.016,mg/l,NA
40,'05/14/2008',0.5,Salinity,35,ppth,NA
40,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.38,mg/m3,M
40,'05/14/2008',0.5,Turbidity,1.7,NTU,NA
24,'05/14/2008',0.5,Dissolved oxygen (DO),5.51,mg/l,NA
24,'05/14/2008',0.5,Phosphorus as P,0.04,mg/l,NA
24,'05/14/2008',0.5,Salinity,31.3,ppth,NA
24,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.333,mg/l,M
24,'05/14/2008',0.5,pH,7.78,None,NA
24,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.8,mg/m3,M
24,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.034,mg/l,NA
24,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.039,mg/l,M
24,'05/14/2008',0.5,"Temperature, water",27.3,deg C,NA
24,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.016,mg/l,NA
24,'05/14/2008',0.5,Turbidity,1.4,NTU,NA
64,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",30.2,mg/m3,NA
40,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.025,mg/l,M
40,'05/14/2008',0.5,pH,7.85,None,NA
40,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",1.08,mg/m3,M
40,'05/14/2008',0.5,Turbidity,1.6,NTU,NA
40,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.028,mg/l,M
40,'05/14/2008',0.5,Salinity,34.8,ppth,NA
40,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.014,mg/l,NA
40,'05/14/2008',0.5,Phosphorus as P,0.037,mg/l,NA
40,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.27,mg/l,M
40,'05/14/2008',0.5,"Temperature, water",27.5,deg C,NA
40,'05/14/2008',0.5,Dissolved oxygen (DO),5.49,mg/l,NA
64,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.22,mg/l,NA
64,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.024,mg/l,NA
64,'05/14/2008',0.5,Dissolved oxygen (DO),6.23,mg/l,NA
64,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.016,mg/l,M
64,'05/14/2008',0.5,Turbidity,5.2,NTU,NA
64,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",NaN,,T
64,'05/14/2008',0.5,pH,7.71,None,NA
64,'05/14/2008',0.5,Salinity,6.83,ppth,NA
64,'05/14/2008',0.5,Phosphorus as P,0.107,mg/l,NA
64,'05/14/2008',0.5,"Temperature, water",27.7,deg C,NA
16,'05/14/2008',0.5,pH,7.71,None,NA
16,'05/14/2008',0.5,"Temperature, water",28.2,deg C,NA
16,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.016,mg/l,M
16,'05/14/2008',0.5,Dissolved oxygen (DO),7.3,mg/l,NA
16,'05/14/2008',0.5,Turbidity,4.8,NTU,NA
16,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.36,mg/l,NA
16,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",16.2,mg/m3,NA
16,'05/14/2008',0.5,Phosphorus as P,0.084,mg/l,NA
16,'05/14/2008',0.5,Salinity,13.9,ppth,NA
16,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.078,mg/l,NA
16,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.016,mg/l,M
26,'05/14/2008',0.5,"Temperature, water",27.3,deg C,NA
26,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.45,mg/m3,M
26,'05/14/2008',0.5,Phosphorus as P,0.048,mg/l,NA
26,'05/14/2008',0.5,Turbidity,2.2,NTU,NA
26,'05/14/2008',0.5,pH,7.73,None,NA
26,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.018,mg/l,M
26,'05/14/2008',0.5,Salinity,30.4,ppth,NA
26,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.462,mg/l,NA
26,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.013,mg/l,NA
26,'05/14/2008',0.5,Dissolved oxygen (DO),5.46,mg/l,NA
26,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.032,mg/l,NA
15,'05/14/2008',0.5,Phosphorus as P,0.046,mg/l,NA
15,'05/14/2008',0.5,Salinity,23.6,ppth,NA
15,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.042,mg/l,M
15,'05/14/2008',0.5,"Temperature, water",28.7,deg C,NA
15,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",2.28,mg/m3,M
15,'05/14/2008',0.5,pH,7.68,None,NA
15,'05/14/2008',0.5,Turbidity,1.9,NTU,NA
15,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.066,mg/l,J
15,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.048,mg/l,NA
15,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.958,mg/l,NA
15,'05/14/2008',0.5,Dissolved oxygen (DO),6.28,mg/l,NA
41,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.4,mg/m3,M
41,'05/14/2008',0.5,Turbidity,1.1,NTU,NA
41,'05/14/2008',0.5,Salinity,33,ppth,NA
41,'05/14/2008',0.5,Phosphorus as P,0.04,mg/l,NA
41,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.017,mg/l,NA
41,'05/14/2008',0.5,"Nitrogen, Kjeldahl",0.364,mg/l,M
41,'05/14/2008',0.5,"Temperature, water",28,deg C,NA
41,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",NaN,,T
41,'05/14/2008',0.5,pH,7.83,None,NA
41,'05/14/2008',0.5,Dissolved oxygen (DO),5.72,mg/l,NA
41,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.012,mg/l,M
19,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.09,mg/l,NA
27,'05/14/2008',0.5,"Temperature, water",27.1,deg C,NA
27,'05/14/2008',0.5,Dissolved oxygen (DO),6.45,mg/l,NA
27,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.23,mg/m3,M
27,'05/14/2008',0.5,pH,8.11,None,NA
27,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.22,mg/l,NA
27,'05/14/2008',0.5,Salinity,0.0585,ppth,M
27,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.174,mg/l,NA
27,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
27,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.035,mg/l,M
27,'05/14/2008',0.5,Turbidity,1.5,NTU,NA
27,'05/14/2008',0.5,Phosphorus as P,0.033,mg/l,M
19,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.028,mg/l,M
19,'05/14/2008',0.5,Phosphorus as P,0.045,mg/l,NA
19,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.94,mg/m3,NA
19,'05/14/2008',0.5,"Temperature, water",29.6,deg C,NA
19,'05/14/2008',0.5,Turbidity,1.3,NTU,NA
19,'05/14/2008',0.5,Salinity,18.5,ppth,NA
19,'05/14/2008',0.5,Dissolved oxygen (DO),6.26,mg/l,NA
19,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",0.015,mg/l,NA
19,'05/14/2008',0.5,pH,7.56,None,NA
19,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.052,mg/l,NA
27,'05/14/2008',0.5,"Nitrogen, Kjeldahl",1.2,mg/l,NA
27,'05/14/2008',0.5,Phosphorus as P,0.031,mg/l,M
27,'05/14/2008',0.5,pH,8.01,None,NA
27,'05/14/2008',0.5,"Temperature, water",27,deg C,NA
27,'05/14/2008',0.5,"Nitrogen, Nitrite (NO2) + Nitrate (NO3) as N",0.142,mg/l,NA
27,'05/14/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,T
27,'05/14/2008',0.5,Turbidity,1.7,NTU,NA
27,'05/14/2008',0.5,"Chlorophyll a, corrected for pheophytin",3.71,mg/m3,M
27,'05/14/2008',0.5,Salinity,0.0591,ppth,M
27,'05/14/2008',0.5,Dissolved oxygen (DO),6.8,mg/l,NA
27,'05/14/2008',0.5,"Nitrogen, ammonia (NH3) + ammonium (NH4)",0.036,mg/l,M
114,'05/13/2008',0.5,"Phosphorus, orthophosphate as P",NaN,,U
114,'05/13/2008',0.5,Salinity,0.0846,ppth,M
