"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation","significant_slope","pvalue"
"333","DERM_BBWQ","TM03A",0,-0.0273672687465791,0.015400730355741,0.590679410061948,87,0.0629080459770115,0.01,0.57,1.23549804683421,NA,0.590679410061948
"334","DERM_BBWQ","TM05",-0.00266666666666667,-0.0715966386554622,0.229415672431398,0.338453159626475,85,0.336,0.186,0.58,0.227861210147877,NA,0.338453159626475
"335","DERM_BBWQ","TM06",0.02,0,0.332593902599308,1,20,0.3817,0.261,0.576,0.234570874938514,NA,1
"336","DERM_BBWQ","TM07A",-0.0284999999999995,-0.25,0.378736906048213,0.723673609831763,20,0.3882,0.286,0.491,0.152346384919901,NA,0.723673609831763
"337","DERM_BBWQ","TM08",-0.00333333333333334,-0.0566492450638792,0.00775208962806895,0.276904628539148,82,0.305878048780488,0.05,0.58,0.381143394525982,NA,0.276904628539148
"338","DERM_BBWQ","WC02",-0.008,-0.0941176470588235,0.172847826988494,0.160993168341105,85,0.155141176470588,0.036,0.36,0.492518798909332,NA,0.160993168341105
"339","DERM_BBWQ","WC03",-0.015,-0.264089635854342,0.152387421295498,0.00186687367339644,85,0.194282352941176,0.04,0.74,0.583038921216207,-0.015,0.00186687367339644
"340","DERM_BBWQ","WC04",-0.0085,-0.081344537815126,0.170806972400884,0.245112501493769,85,0.312588235294118,0.03,1.12,0.515900558628209,NA,0.245112501493769
"341","FIU_WQMP","200-W",-0.000217142857142857,-0.282558139534884,0.97764803423158,0.0428271994165332,52,NA,NA,NA,NA,-0.000217142857142857,0.0428271994165332
"342","FIU_WQMP","201-W",-0.000199642857142857,-0.268965517241379,0.878224209088306,0.164199976950855,33,0.00337575757575758,0.00126,0.01021,0.698943072778631,NA,0.164199976950855
"343","FIU_WQMP","203-W",-2.16666666666667e-05,-0.164285714285714,0.981785101382415,0.728454189010665,33,0.00315545454545455,0.00126,0.00773,0.590517872994145,NA,0.728454189010665
"344","FIU_WQMP","204-W",-0.00033625,-0.204444444444444,0.812599238521148,0.24756078730477,34,0.00400264705882353,0.00139,0.01315,0.678594182397047,NA,0.24756078730477
"345","FIU_WQMP","206-W",2.75e-05,0.161904761904762,0.636494526820741,0.562833753917326,33,0.00321515151515152,0.00126,0.02194,1.13649029899404,NA,0.562833753917326
"346","FIU_WQMP","207-W",7.33333333333333e-05,0.0160919540229885,0.758625660129246,0.748195712957683,33,0.00519060606060606,0.00126,0.03171,1.27848842621689,NA,0.748195712957683
"347","FIU_WQMP","209-W",-0.000845,-0.407407407407407,0.744000265276141,0.0805972400147422,32,0.0072796875,0.0018,0.02409,0.69100336693521,NA,0.0805972400147422
"348","FIU_WQMP","210-W",1.49999999999999e-05,0.0119047619047619,0.532559465629155,0.728454189010665,33,0.00445636363636364,0.00126,0.04095,1.79093332432114,NA,0.728454189010665
"349","FIU_WQMP","211-W",-0.000352,-0.0833333333333333,0.920586363283865,0.559304946892258,32,0.0046478125,0.00127,0.01989,0.973355670946396,NA,0.559304946892258
"350","FIU_WQMP","212-W",1.49999999999999e-05,0.0482758620689655,0.653102146910016,0.743420697695252,33,0.00328727272727273,0.00126,0.01746,0.941310983870141,NA,0.743420697695252
"351","FIU_WQMP","213-W",-0.000118571428571429,-0.0743321718931475,0.61982164585485,0.523234516623202,48,0.00481125,0.00126,0.03185,1.22825136104942,NA,0.523234516623202
"352","FIU_WQMP","214-W",-0.000255,-0.16551724137931,0.290522846521934,0.24095466870157,33,0.00358636363636364,0.00126,0.00867,0.598983299375165,NA,0.24095466870157
"353","FIU_WQMP","215-W",-0.00044875,-0.420689655172414,0.638144785598677,0.00769862728170749,33,0.0041330303030303,0.00176,0.01277,0.711485060896408,-0.00044875,0.00769862728170749
"354","FIU_WQMP","216-W",-3.25e-05,-0.0821428571428571,0.515423627711962,0.729611087983285,33,0.00314090909090909,0.00126,0.01298,0.898940389945711,NA,0.729611087983285
"355","FIU_WQMP","217-W",-3.375e-05,-0.131034482758621,0.47828662863614,0.594032340599042,33,0.00336818181818182,0.00126,0.01684,0.911664519624744,NA,0.594032340599042
"356","FIU_WQMP","218-W",-0.000217142857142857,-0.225925925925926,0.947187994581978,0.506728712272054,31,0.00341129032258065,0.00126,0.01219,0.750068806284661,NA,0.506728712272054
"357","FIU_WQMP","219-W",-9.33333333333333e-05,-0.189285714285714,0.8666526064487,0.729611087983285,33,0.00313787878787879,0.00126,0.01011,0.607867982853586,NA,0.729611087983285
"358","FIU_WQMP","220-W",-0.00034625,-0.368965517241379,0.224520364569874,0.0183416652840726,33,0.00388939393939394,0.00126,0.03231,1.37906620967869,-0.00034625,0.0183416652840726
"359","FIU_WQMP","222-W",-0.00015125,-0.362068965517241,0.860869335186751,0.0903406599589863,33,0.00414242424242424,0.00126,0.04313,1.7553948735589,NA,0.0903406599589863
"360","FIU_WQMP","223-W",-0.000352857142857143,-0.289247311827957,0.684987954063055,0.400531258303998,33,0.00418242424242424,0.00152,0.01765,0.993073914558828,NA,0.400531258303998
"361","FIU_WQMP","224-W",-0.000221,-0.325925925925926,0.96945041699117,0.120957486240477,50,NA,NA,NA,NA,NA,0.120957486240477
"362","FIU_WQMP","225-W",-0.00019875,-0.43,0.871607453804361,0.0176173722345188,33,0.00420636363636364,0.00126,0.04613,1.85155129549733,-0.00019875,0.0176173722345188
"363","FIU_WQMP","226-W",-0.000468333333333333,-0.393548387096774,0.156999703315995,0.0318484687365467,32,0.0050978125,0.00126,0.017,0.787403074131482,-0.000468333333333333,0.0318484687365467
"364","FIU_WQMP","227-W",-0.00023,-0.343333333333333,0.775391325859179,0.391267279282639,31,0.00344903225806452,0.00126,0.0189,0.996533625629935,NA,0.391267279282639
"365","FIU_WQMP","228-W",-0.00026,-0.239583333333333,0.400695732533964,0.37988181279907,34,0.00336,0.00126,0.01302,0.869486709331181,NA,0.37988181279907
"366","FIU_WQMP","229-W",-0.00032875,-0.0193548387096774,0.204051697796144,0.393622323951286,33,0.00490545454545455,0.00126,0.02841,1.15384556556031,NA,0.393622323951286
"367","FIU_WQMP","230-W",-0.000202,-0.333333333333333,0.418475305164553,0.2235075876593,31,0.00316483870967742,0.00168,0.00794,0.586338494449471,NA,0.2235075876593
"368","FIU_WQMP","231-W",-0.000101428571428571,0.0247311827956989,0.099334880025033,0.908676678179949,32,0.0028459375,0.00126,0.0075,0.629711824147884,NA,0.908676678179949
"369","FIU_WQMP","232-W",-0.00016875,-0.248888888888889,0.158663731432951,0.192777594103219,32,0.00411625,0.00126,0.01168,0.708520636911171,NA,0.192777594103219
"370","FIU_WQMP","235-W",-0.000331333333333333,-0.346666666666667,0.512987820212257,0.192777594103219,32,0.0058790625,0.00176,0.01823,0.740880329416729,NA,0.192777594103219
"371","FIU_WQMP","237-W",-0.00025875,-0.154244306418219,0.0808515384703139,0.120642344054366,47,0.00331404255319149,0.00126,0.00897,0.7010040352914,NA,0.120642344054366
"372","FIU_WQMP","238-W",-0.000395,-0.213333333333333,0.655805810812518,0.470100759874129,33,0.00774090909090909,0.00126,0.04154,1.00902287556907,NA,0.470100759874129
"373","FIU_WQMP","239-W",-0.0003625,-0.304301075268817,0.70042953756586,0.248213078989924,33,0.00392393939393939,0.00126,0.02306,1.04298635723129,NA,0.248213078989924
"374","FIU_WQMP","241-W",4.24999999999999e-05,-0.168888888888889,NA,1,32,0.00566375,0.00176,0.02551,1.07580182975974,NA,1
"375","FIU_WQMP","242-W",1.99999999999999e-05,-0.025,0.198049123297579,1,33,0.00407636363636364,0.00126,0.0136,0.715294768026492,NA,1
"376","FIU_WQMP","243-W",-0.0005225,-0.378888888888889,0.745339808383819,0.0552763894094603,33,0.00387757575757576,0.00136,0.01177,0.780217986323728,NA,0.0552763894094603
"377","FIU_WQMP","244-W",-0.000522,-0.181609195402299,0.508217100721744,0.258532959785562,31,0.00486,0.00176,0.01503,0.664431722616726,NA,0.258532959785562
"378","FIU_WQMP","246-W",-0.000236666666666667,-0.265555555555556,0.72889659518671,0.214895531834918,33,0.00309878787878788,0.00126,0.01035,0.713452974643631,NA,0.214895531834918
"379","FIU_WQMP","247-W",-0.000519857142857143,-0.477777777777778,0.988768855220878,0.0238090257801406,33,0.00470242424242424,0.00176,0.01807,0.784117917100822,-0.000519857142857143,0.0238090257801406
"380","FIU_WQMP","248-W",-0.000235,-0.189655172413793,0.292540601735911,0.171345255225701,33,0.00359181818181818,0.00126,0.01534,0.774524210546919,NA,0.171345255225701
"381","FIU_WQMP","249-W",-0.000291,-0.328185328185328,0.149272181555657,0.00535491164523494,43,NA,NA,NA,NA,-0.000291,0.00535491164523494
"382","FIU_WQMP","250-W",-0.000278571428571429,-0.431034482758621,0.233702431364955,0.00901633849289569,33,0.00464363636363636,0.00126,0.0265,1.03301868148112,-0.000278571428571429,0.00901633849289569
"383","FIU_WQMP","252-W",-0.000284,-0.224137931034483,0.696651208299392,0.171345255225701,33,0.00296333333333333,0.00126,0.01225,0.80061230159817,NA,0.171345255225701
"384","FIU_WQMP","253-W",-0.00073,-0.639080459770115,0.978355403065331,0.00220503207102112,33,0.00446878787878788,0.00138,0.01148,0.634863964227036,-0.00073,0.00220503207102112
"385","FIU_WQMP","254-W",-0.000103333333333333,-0.128735632183908,0.365218127580054,0.511852135620896,33,0.00372484848484848,0.00148,0.01099,0.605705490140914,NA,0.511852135620896
"386","FIU_WQMP","255-W",-0.00078,-0.491954022988506,0.450598944011807,0.00869482271649994,33,0.00389909090909091,0.00176,0.01122,0.696983983036235,-0.00078,0.00869482271649994
"387","FIU_WQMP","256-W",-0.00036,-0.428888888888889,0.965060332249216,0.0235056763778661,34,0.00351735294117647,0.00176,0.01001,0.613966655287237,-0.00036,0.0235056763778661
"388","FIU_WQMP","259-W",-0.000185,-0.179715762273902,0.441303704559029,0.352181953045972,49,NA,NA,NA,NA,NA,0.352181953045972
"389","FIU_WQMP","260-W",-0.000544,-0.347126436781609,0.924952549743575,0.125876916177691,33,0.00631393939393939,0.00177,0.01924,0.739903313756978,NA,0.125876916177691
"390","FIU_WQMP","263-W",-0.00018,-0.252873563218391,0.994568505146861,0.340987153381906,33,0.00331636363636364,0.00126,0.01602,0.855453973746154,NA,0.340987153381906
"391","FIU_WQMP","264-W",-3e-04,-0.381720430107527,0.497774611333244,0.0376669222286287,33,0.00261424242424242,0.00126,0.00735,0.494946942573705,-3e-04,0.0376669222286287
"392","FIU_WQMP","266-W",-7e-04,-0.482758620689655,0.708600979428457,0.0353529946814842,33,0.00693030303030303,0.00176,0.02093,0.688562435083052,-7e-04,0.0353529946814842
"393","FIU_WQMP","267-W",-0.000285,-0.402513227513227,0.832516807775511,0.00481439333476003,47,0.00344957446808511,0.00168,0.0132,0.790467877060524,-0.000285,0.00481439333476003
"394","FIU_WQMP","268-W",-0.00095,-0.590804597701149,0.993791863002297,0.00622705552715867,33,0.00524242424242424,0.00176,0.01817,0.772519365573516,-0.00095,0.00622705552715867
"395","FIU_WQMP","269-W",-0.00016,-0.167816091954023,0.855173487413883,0.374414469475018,33,0.00306333333333333,0.00126,0.01011,0.589261707049592,NA,0.374414469475018
"396","FIU_WQMP","270-W",-0.00026,-0.25952380952381,0.6587511656277,0.199971089028283,33,0.00298030303030303,0.0015,0.0078,0.563423560708108,NA,0.199971089028283
"397","FIU_WQMP","271-W",-0.00066,-0.264367816091954,0.499387734001764,0.0582432386741407,33,0.00552242424242424,0.00126,0.02748,0.987384725984975,NA,0.0582432386741407
"398","FIU_WQMP","272-W",-0.000322,-0.227380952380952,0.460403490150816,0.162586850726355,33,0.00415030303030303,0.00126,0.02412,1.09999398562969,NA,0.162586850726355
"399","FIU_WQMP","273-W",-0.00011,-0.122619047619048,NA,0.665618265964872,33,0.00343878787878788,0.00132,0.01369,0.834880620228578,NA,0.665618265964872
"400","FIU_WQMP","275-W",-0.000890714285714286,-0.195402298850575,0.193907502614177,0.0437082530992734,33,0.00522363636363636,0.00165,0.01862,0.833009230464561,-0.000890714285714286,0.0437082530992734
"401","FIU_WQMP","276-W",-0.00033,-0.303571428571429,0.280270156944439,0.0838667812883313,33,0.00322606060606061,0.00126,0.00928,0.650348753558126,NA,0.0838667812883313
"402","FIU_WQMP","278-W",-0.000449999999999999,-0.257936507936508,0.175619014937931,0.0425320379308619,53,NA,NA,NA,NA,-0.000449999999999999,0.0425320379308619
"403","FIU_WQMP","280-W",-0.00027,-0.183333333333333,0.533601089351086,0.199971089028283,33,0.00340515151515152,0.00126,0.0125,0.859415486501525,NA,0.199971089028283
"404","FIU_WQMP","281-W",-0.000272083333333333,-0.0888888888888889,0.835369451030479,0.596799059583404,33,0.00533,0.00126,0.02188,1.04545257413509,NA,0.596799059583404
"405","FIU_WQMP","282-W",-0.000456666666666667,-0.230769230769231,0.174398123364022,0.134625267852206,30,0.00440933333333333,0.00126,0.01361,0.716652700979229,NA,0.134625267852206
"406","FIU_WQMP","284-W",-0.0002425,-0.0517241379310345,0.381430950255653,0.387401753774333,33,0.00457848484848485,0.00177,0.01919,0.882250975637546,NA,0.387401753774333
"407","FIU_WQMP","285-W",-0.000312857142857143,-0.43448275862069,0.944740738105526,0.0307071432445383,33,0.0066969696969697,0.00176,0.03125,1.03205509051826,-0.000312857142857143,0.0307071432445383
"408","FIU_WQMP","287-W",-0.000675,-0.510344827586207,0.759026744976385,0.00724363778380009,33,0.00497636363636364,0.00176,0.01623,0.753286409734542,-0.000675,0.00724363778380009
"409","FIU_WQMP","288-W",-0.000415625,-0.425,0.488937205136792,0.00843004687847053,32,0.0045440625,0.00177,0.02401,1.06922993852671,-0.000415625,0.00843004687847053
"410","FIU_WQMP","289-W",-0.00074,-0.492857142857143,0.896188820589734,0.0219467710032469,32,0.009791875,0.00177,0.04623,0.980946290019701,-0.00074,0.0219467710032469
"411","FIU_WQMP","290-W",-0.000236333333333333,-0.189655172413793,0.720815523743934,0.279953587231163,33,0.00443515151515152,0.00126,0.03607,1.44559837619907,NA,0.279953587231163
"412","FIU_WQMP","291-W",-0.000286428571428571,-0.440416666666667,0.988573659149452,0.00713955600370182,46,NA,NA,NA,NA,-0.000286428571428571,0.00713955600370182
"413","FIU_WQMP","292-W",-0.000559107142857143,-0.442857142857143,0.617055729848447,0.0110876210881639,32,0.0053790625,0.00176,0.02737,0.926274230988191,-0.000559107142857143,0.0110876210881639
"414","FIU_WQMP","294-W",-0.0003195,-0.317241379310345,0.912799753927424,0.130383059954961,33,0.00380757575757576,0.00137,0.01327,0.655952838603743,NA,0.130383059954961
"415","FIU_WQMP","295-W",-0.000486666666666667,-0.288888888888889,0.614901437378537,0.0528075114161136,32,0.005658125,0.00168,0.0309,1.24944255682757,NA,0.0528075114161136
"416","FIU_WQMP","296-W",-0.000395,-0.282905982905983,0.0782832638689464,0.00236976173895695,56,0.00456517857142857,0.00163,0.01715,0.800900416279374,-0.000395,0.00236976173895695
"417","FIU_WQMP","301-W",-0.00066,-0.440860215053763,0.793349661126974,0.0271001050736955,33,0.00595060606060606,0.0018,0.02355,0.858037238701636,-0.00066,0.0271001050736955
"418","FIU_WQMP","302-W",-0.000302857142857143,-0.161290322580645,0.586111923624706,0.18007200449903,33,0.00513606060606061,0.00126,0.02241,1.00372907162063,NA,0.18007200449903
"419","FIU_WQMP","305-W",-0.000413928571428571,-0.41505376344086,0.521438824750096,0.0334826216656267,33,0.00360030303030303,0.00126,0.01215,0.723522711751812,-0.000413928571428571,0.0334826216656267
"420","FIU_WQMP","307-W",-5e-04,-0.210752688172043,0.327749534584036,0.127253939750181,33,0.00618333333333333,0.00158,0.02262,0.851045770266482,NA,0.127253939750181
"421","FIU_WQMP","309-W",-0.000391071428571429,-0.292857142857143,0.521468257362661,0.070900516642966,33,0.00414848484848485,0.00126,0.01296,0.756948697450089,NA,0.070900516642966
"422","FIU_WQMP","310-W",-0.0005825,-0.25599128540305,0.00476730381939461,0.0476380415245579,61,NA,NA,NA,NA,-0.0005825,0.0476380415245579
"423","FIU_WQMP","312-W",-0.000560333333333333,-0.511904761904762,0.995874781690601,0.0174793750680349,33,0.00564454545454545,0.00156,0.02296,0.948257185533647,-0.000560333333333333,0.0174793750680349
"424","FIU_WQMP","314-W",-0.000272,-0.152688172043011,0.541837222172935,0.344659347169621,33,0.00825727272727273,0.00176,0.03104,0.904875245628668,NA,0.344659347169621
"425","FIU_WQMP","315-W",-0.000210833333333333,-0.197619047619048,0.481115063578321,0.339622948717951,33,0.00409666666666667,0.00148,0.01371,0.72961765352808,NA,0.339622948717951
"426","FIU_WQMP","316-W",-0.000292142857142857,-0.297619047619048,0.206613749838034,0.243034960294523,33,0.00599606060606061,0.00179,0.01937,0.70382789384608,NA,0.243034960294523
"427","FIU_WQMP","317-W",-0.000502,-0.511111111111111,0.941029051157958,0.0268855118534081,32,0.0068828125,0.0018,0.01715,0.541224108965353,-0.000502,0.0268855118534081
"428","FIU_WQMP","318-W",-0.0001675,-0.253571428571429,0.199860332440351,0.0944541664312378,34,0.00389382352941176,0.00139,0.0202,0.964288461497617,NA,0.0944541664312378
"429","FIU_WQMP","319-W",-0.00015,-0.162962962962963,0.771932247738105,0.340987153381906,33,0.00286969696969697,0.00126,0.00958,0.682005643813349,NA,0.340987153381906
"430","FIU_WQMP","322-W",-0.000128214285714286,-0.22962962962963,0.468232505472953,0.244496857384414,33,0.00372878787878788,0.00126,0.01064,0.749685406092617,NA,0.244496857384414
"431","FIU_WQMP","324-W",-5.5e-05,-0.111111111111111,0.960245240283233,0.750935913837215,33,0.00311969696969697,0.00126,0.00923,0.643032005514731,NA,0.750935913837215
"432","FIU_WQMP","325-W",-0.000498,-0.309241622574956,0.601363660289918,0.00505502013696439,55,NA,NA,NA,NA,-0.000498,0.00505502013696439
"433","FIU_WQMP","328-W",-7.50000000000002e-06,-0.0358024691358025,0.862801262343356,0.831484468687018,33,0.00260363636363636,0.00126,0.00956,0.692704926451955,NA,0.831484468687018
"434","FIU_WQMP","330-W",-7.50000000000002e-06,-0.0160493827160494,0.651510198462913,0.831484468687018,33,0.00344909090909091,0.00126,0.01425,0.89171732796455,NA,0.831484468687018
"435","FIU_WQMP","332-W",-0.00020125,-0.193827160493827,0.599056444449807,0.287333069671499,33,0.00351212121212121,0.00167,0.01623,0.855135211306459,NA,0.287333069671499
"436","FIU_WQMP","333-W",-0.000234166666666667,-0.282051282051282,0.431625106271451,0.10712339925384,32,0.00398625,0.00176,0.01431,0.845650078882424,NA,0.10712339925384
"437","FIU_WQMP","335-W",-0.000181666666666667,-0.393827160493827,0.511350956892462,0.0192435657990748,33,0.00289272727272727,0.00174,0.00923,0.606832554651932,-0.000181666666666667,0.0192435657990748
"438","FIU_WQMP","337-W",-0.000261166666666667,-0.238271604938272,0.233714723473584,0.0886833015366388,33,0.0033069696969697,0.00126,0.00774,0.585704533276207,NA,0.0886833015366388
"439","FIU_WQMP","400-W",-0.000121666666666667,-0.274712643678161,0.737346595658446,0.467942959808144,33,0.00309242424242424,0.00126,0.01262,0.752743023158805,NA,0.467942959808144
"440","FIU_WQMP","401-W",-0.000348571428571429,-0.398958333333333,0.852697446048738,0.0120900251483998,33,0.00328666666666667,0.00156,0.01294,0.736249248506634,-0.000348571428571429,0.0120900251483998
"441","FIU_WQMP","402-W",-0.00039,-0.396551724137931,0.405533676540727,0.0345137287397743,33,0.00311515151515152,0.00126,0.01245,0.750723101052455,-0.00039,0.0345137287397743
"442","FIU_WQMP","403-W",-0.0003225,-0.43448275862069,0.836644003002724,0.0742313250204329,34,0.00389235294117647,0.00171,0.02246,1.03818579238494,NA,0.0742313250204329
"443","FIU_WQMP","500-W",-0.000420285714285714,-0.177777777777778,0.883103480753787,0.360765350584501,32,0.0103853125,0.00179,0.05617,1.25325138200446,NA,0.360765350584501
"444","FIU_WQMP","501-W",0.000732,0.101075268817204,0.257549534494521,0.810627247254872,33,0.0356260606060606,0.00291,0.09913,0.602395003807725,NA,0.810627247254872
"445","FIU_WQMP","502-W",-3e-05,-0.0355555555555556,0.354295500691301,1,33,0.00515969696969697,0.00176,0.02343,0.855549332627931,NA,1
"446","FIU_WQMP","503-W",-0.000373142857142857,-0.0804597701149425,0.200235136683659,0.69195534632126,32,0.01559875,0.00198,0.0479,0.741020900735387,NA,0.69195534632126
"447","FIU_WQMP","504-W",-0.00022,-0.139784946236559,0.335597674186896,0.452074640297011,34,NA,NA,NA,NA,NA,0.452074640297011
"448","FIU_WQMP","505-W",-0.000325416666666667,-0.1,0.200729801957314,0.256499272059552,32,0.0059453125,0.00177,0.01492,0.589158386136022,NA,0.256499272059552
"449","FIU_WQMP","506-W",-0.00085,-0.544827586206897,0.99728592239864,0.00869482271649994,33,0.00725909090909091,0.00177,0.01995,0.625260154904364,-0.00085,0.00869482271649994
"450","FIU_WQMP","507-W",-0.000797,0.032258064516129,0.800220729906503,0.71466356863726,33,0.01451,0.0018,0.08089,1.08057430923498,NA,0.71466356863726
"451","FIU_WQMP","508-W",-0.0004275,-0.37037037037037,0.945848397512167,0.191720356482893,32,0.0075390625,0.00179,0.02455,0.658660299377655,NA,0.191720356482893
"452","FIU_WQMP","509-W",-0.000833035714285714,-0.333333333333333,1,0.71192315069219,12,0.0057125,0.0018,0.01897,0.847158601327821,NA,0.71192315069219
"453","PALMBEACH","11",0,0.223744292237443,NA,0.000583609198184519,73,0.0420095890410959,0.0317,0.25,0.651570259035305,0,0.000583609198184519
"454","PALMBEACH","12A",0,0.0865853658536585,0.518841741211899,0.756644363931809,42,0.0853738095238095,0.0317,0.29,0.889085651422606,NA,0.756644363931809
"455","PALMBEACH","13",0,0.268783068783069,NA,0.000295613515662405,72,0.0465375,0.0317,0.22,0.671214511210368,0,0.000295613515662405
"456","PALMBEACH","15",0,0.0236933797909408,NA,1,42,0.0419285714285714,0.035,0.12,0.387854150725416,NA,1
"457","PALMBEACH","16",0.00275,0.17984496124031,0.21951466495103,0.0247565800233853,44,0.0719931818181818,0.0317,0.23,0.772996891361771,0.00275,0.0247565800233853
"458","PALMBEACH","18C",0,0.132275132275132,NA,0.126276115447266,72,0.0516486111111111,0.0317,0.16,0.593394050625295,NA,0.126276115447266
"459","PALMBEACH","18D",0,0.055868544600939,NA,0.390966122343564,71,0.0457140845070423,0.0317,0.25,0.70187892505262,NA,0.390966122343564
"460","PALMBEACH","22",0,0.328306878306878,NA,0.00776417087154719,38,0.0518342105263158,0.0317,0.16,0.573609830065672,0,0.00776417087154719
"461","PALMBEACH","24",0,0.17,NA,0.0652421296159145,41,0.0418707317073171,0.0317,0.18,0.604132182938986,NA,0.0652421296159145
"462","PALMBEACH","27A",0,0.219191919191919,0.387756956740052,0.148178310831386,47,0.0730638297872341,0.035,0.51,1.20253956432139,NA,0.148178310831386
"463","PALMBEACH","27B",0,0.287037037037037,0.806701825349713,0.196558409060013,38,0.126184210526316,0.035,0.7,1.19415607256588,NA,0.196558409060013
"464","PALMBEACH","28",0,0.222222222222222,NA,0.290945364854798,42,0.064047619047619,0.035,0.27,0.888769156845483,NA,0.290945364854798
"465","PALMBEACH","31B",0,0.205128205128205,NA,0.289838717607508,42,0.0627619047619048,0.035,0.31,0.916354694451854,NA,0.289838717607508
"466","PALMBEACH","31C",0.00133333333333333,0.178388278388278,0.389348333938163,0.121688738081425,42,0.0900714285714286,0.035,0.49,0.933966715955202,NA,0.121688738081425
"467","PALMBEACH","31E",0,0.0558333333333333,0.473810132265733,0.866556837970154,43,0.0962325581395349,0.035,0.45,1.03692724277203,NA,0.866556837970154
"468","PALMBEACH","37B",0,-0.252625152625153,NA,0.0979856075346232,40,0.08145,0.035,0.39,1.04450847869912,NA,0.0979856075346232
"469","PALMBEACH","38B",0,-0.110188261351052,0.179873801933947,0.269873217779931,44,0.144363636363636,0.035,0.95,1.46129033346462,NA,0.269873217779931
"470","PALMBEACH","39",-0.00333333333333333,-0.156084656084656,0.559907242744158,0.276632431898693,46,0.377608695652174,0.035,2.6,1.56131756926686,NA,0.276632431898693
"471","PALMBEACH","43",-5e-04,-0.108503401360544,0.576660281359393,0.630685679198079,43,0.290860465116279,0.035,1.7,1.62680984202324,NA,0.630685679198079
