"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...12608","DERM_BBWQ","PR04A","09/12/2018 11:10:00",0.003,"mg/L",25.536972,-80.3895984,0.5
"...12609","DERM_BBWQ","SK09","09/10/2018 11:00:00",0.006,"mg/L",25.964234,-80.3110905,0.5
"...12610","DERM_BBWQ","SP01","02/07/2019 11:20:00",0.005,"mg/L",25.6583676,-80.2659342,0.5
"...12611","DERM_BBWQ","BB38","07/11/2018 08:30:00",0.002,"mg/L",25.5196864,-80.2393748,0.5
"...12612","DERM_BBWQ","BISC121","07/11/2018 09:00:00",0.002,"mg/L",25.3549983,-80.291665,0.5
"...12613","DERM_BBWQ","BBMB3","12/06/2018 12:00:00",0.002,"mg/L",25.825666,-80.13375,0.5
"...12614","DERM_BBWQ","MR05","01/08/2019 12:10:00",0.012,"mg/L",25.7857488,-80.2266574,0.5
"...12615","DERM_BBWQ","MR15","02/05/2019 11:00:00",0.007,"mg/L",25.8959808,-80.379429,0.5
"...12616","DERM_BBWQ","BBMB3","04/04/2019 11:20:00",0.009,"mg/L",25.825666,-80.13375,0.5
"...12617","DERM_BBWQ","OL03","12/03/2018 11:00:00",0.033,"mg/L",25.9637064,-80.1502022,0.5
"...12618","DERM_BBWQ","BISC101","03/06/2019 11:35:00",0.002,"mg/L",25.4783316,-80.320831,0.5
"...12619","DERM_BBWQ","BB05A","07/08/2019 11:53:00",0.003,"mg/L",25.9017218,-80.1422694,0.5
"...12620","DERM_BBWQ","MW05","02/06/2019 11:05:00",0.002,"mg/L",25.521443,-80.4435492,0.5
"...12621","DERM_BBWQ","CD02","02/07/2019 10:30:00",0.004,"mg/L",25.6111839,-80.3098744,0.5
"...12622","DERM_BBWQ","NO07A","09/11/2019 10:45:00",0.007,"mg/L",25.4628912,-80.4038901,0.5
"...12623","DERM_BBWQ","FC16","07/10/2019 12:10:00",0.007,"mg/L",25.44785,-80.468733,0.5
"...12624","DERM_BBWQ","BL03","09/12/2018 11:35:00",0.006,"mg/L",25.5490482,-80.3481369,0.5
"...12625","DERM_BBWQ","AC01","01/07/2019 11:10:00",0.004,"mg/L",25.9006722,-80.1443668,0.5
"...12626","DERM_BBWQ","PR08","01/09/2019 09:40:00",0.007,"mg/L",25.5870676,-80.5112166,0.5
"...12627","DERM_BBWQ","LR10","01/08/2019 11:40:00",0.005,"mg/L",25.8695563,-80.3387186,0.5
"...12628","DERM_BBWQ","BB11","10/01/2018 10:30:00",0.007,"mg/L",25.8464751,-80.1669677,0.5
"...12629","DERM_BBWQ","BISC121","06/05/2019 09:05:00",0.002,"mg/L",25.3549983,-80.291665,0.5
"...12630","DERM_BBWQ","MI03","10/03/2018 10:10:00",0.01,"mg/L",25.4894593,-80.3635494,0.5
"...12631","DERM_BBWQ","PR03","12/05/2018 10:00:00",0.006,"mg/L",25.5195182,-80.364046,0.5
"...12632","DERM_BBWQ","SK02","05/06/2019 11:05:00",0.009,"mg/L",25.9319891,-80.1523133,0.5
"...12633","DERM_BBWQ","BS04","12/03/2018 08:30:00",0.021,"mg/L",25.8740728,-80.1814691,0.5
"...12634","DERM_BBWQ","BISC122","04/03/2019 11:00:00",0.002,"mg/L",25.4133316,-80.295,0.5
"...12635","DERM_BBWQ","BB47","03/06/2019 09:40:00",0.004,"mg/L",25.3367944,-80.3200766,0.5
"...12636","DERM_BBWQ","BB15A","12/06/2018 10:30:00",0.002,"mg/L",25.81507571,-80.1752699,0.5
"...12637","DERM_BBWQ","CD05","11/14/2018 11:30:00",0.0038,"mg/L",25.6238368,-80.3436253,0.5
"...12638","DERM_BBWQ","SK02","12/03/2018 11:20:00",0.016,"mg/L",25.9319891,-80.1523133,0.5
"...12639","DERM_BBWQ","MR08","02/05/2019 10:20:00",0.007,"mg/L",25.8103755,-80.2642734,0.5
"...12640","DERM_BBWQ","BB31","07/11/2019 09:36:00",0.004,"mg/L",25.6937801,-80.2075693,0.5
"...12641","DERM_BBWQ","PR08","03/06/2019 09:45:00",0.008,"mg/L",25.5870676,-80.5112166,0.5
"...12642","DERM_BBWQ","BS10","11/08/2018 09:55:00",0.008,"mg/L",25.9187361,-80.3244952,0.5
"...12643","DERM_BBWQ","BISC127","09/13/2018 11:10:00",0.004,"mg/L",25.6299983,-80.25,0.5
"...12644","DERM_BBWQ","BISC101","08/08/2018 10:40:00",0.002,"mg/L",25.4783316,-80.320831,0.5
"...12645","DERM_BBWQ","BISC127","05/09/2019 11:40:00",0.002,"mg/L",25.6299983,-80.25,0.5
"...12646","DERM_BBWQ","BB31","05/09/2019 09:15:00",0.002,"mg/L",25.6937801,-80.2075693,0.5
"...12647","DERM_BBWQ","BB22","03/05/2019 09:55:00",0.002,"mg/L",25.7562781,-80.1742698,0.5
"...12648","DERM_BBWQ","TM03A","07/09/2019 09:55:00",0.009,"mg/L",25.7937979,-80.2625108,0.5
"...12649","DERM_BBWQ","PR04A","10/03/2018 11:00:00",0.003,"mg/L",25.536972,-80.3895984,0.5
"...12650","DERM_BBWQ","CD05","09/13/2018 10:30:00",0.004,"mg/L",25.6238368,-80.3436253,0.5
"...12651","DERM_BBWQ","LR10","09/10/2019 11:05:00",0.009,"mg/L",25.8695563,-80.3387186,0.5
"...12652","DERM_BBWQ","BB05A","09/10/2018 11:00:00",0.006,"mg/L",25.9017218,-80.1422694,0.5
"...12653","DERM_BBWQ","BB50","09/11/2019 10:30:00",0.003,"mg/L",25.2298977,-80.3767774,0.5
"...12654","DERM_BBWQ","TM03A","03/05/2019 09:25:00",0.008,"mg/L",25.7937979,-80.2625108,0.5
"...12655","DERM_BBWQ","BB39A","11/14/2018 12:55:00",0.024,"mg/L",25.5264328,-80.3070577,0.5
"...12656","DERM_BBWQ","BISC101","09/11/2019 12:10:00",0.003,"mg/L",25.4783316,-80.320831,0.5
"...12657","DERM_BBWQ","AC03","08/06/2018 10:00:00",0.019,"mg/L",25.8998739,-80.1622067,0.5
"...12658","DERM_BBWQ","SK10","08/07/2018 09:50:00",0.003,"mg/L",25.956833,-80.430633,0.5
"...12659","DERM_BBWQ","BB11","09/09/2019 10:15:00",0.003,"mg/L",25.8464751,-80.1669677,0.5
"...12660","DERM_BBWQ","BB41","09/11/2019 11:50:00",0.003,"mg/L",25.4726881,-80.2844755,0.5
"...12661","DERM_BBWQ","BB47","01/09/2019 09:15:00",0.002,"mg/L",25.3367944,-80.3200766,0.5
"...12662","DERM_BBWQ","MR08","04/02/2019 10:20:00",0.006,"mg/L",25.8103755,-80.2642734,0.5
"...12663","DERM_BBWQ","BBMB1","07/09/2019 09:47:00",0.003,"mg/L",25.4659,-80.38429,0.5
"...12664","DERM_BBWQ","MW04","02/06/2019 09:10:00",0.003,"mg/L",25.4712872,-80.3792762,0.5
"...12665","DERM_BBWQ","BB04","03/04/2019 11:55:00",0.002,"mg/L",25.917671,-80.1257684,0.5
"...12666","DERM_BBWQ","BB10","04/01/2019 11:40:00",0.002,"mg/L",25.8695722,-80.1438671,0.5
"...12667","DERM_BBWQ","BB17","12/04/2018 11:00:00",0.002,"mg/L",25.802675,-80.1659703,0.5
"...12668","DERM_BBWQ","LR05","02/04/2019 08:45:00",0.011,"mg/L",25.8714828,-80.2341987,0.5
"...12669","DERM_BBWQ","CD01A","08/09/2018 09:55:00",0.002,"mg/L",25.95683333,-80.43063333,0.5
"...12670","DERM_BBWQ","TM05","06/04/2019 09:30:00",0.01,"mg/L",25.7625448,-80.3202984,0.5
"...12671","DERM_BBWQ","MR03","08/07/2018 11:05:00",0.006,"mg/L",25.778711,-80.2072338,0.5
"...12672","DERM_BBWQ","BS10","07/09/2018 10:15:00",0.005,"mg/L",25.9187361,-80.3244952,0.5
"...12673","DERM_BBWQ","LR06","07/09/2018 08:25:00",0.01,"mg/L",25.8539749,-80.1927698,0.5
"...12674","DERM_BBWQ","CD01A","03/07/2019 10:20:00",0.002,"mg/L",25.95683333,-80.43063333,0.5
"...12675","DERM_BBWQ","LR08","07/08/2019 09:00:00",0.008,"mg/L",25.8703617,-80.2907737,0.5
"...12676","DERM_BBWQ","BB10","05/06/2019 11:05:00",0.005,"mg/L",25.8695722,-80.1438671,0.5
"...12677","DERM_BBWQ","BB02","05/06/2019 12:25:00",0.007,"mg/L",25.9448704,-80.1277678,0.5
"...12678","DERM_BBWQ","MR08","09/11/2018 11:00:00",0.01,"mg/L",25.8103755,-80.2642734,0.5
"...12679","DERM_BBWQ","BB37","01/10/2019 12:00:00",0.002,"mg/L",25.570684,-80.19177,0.5
"...12680","DERM_BBWQ","BS11","08/06/2018 09:40:00",0.008,"mg/L",25.927833,-80.35815,0.5
"...12681","DERM_BBWQ","MI03","01/09/2019 09:25:00",0.002,"mg/L",25.4894593,-80.3635494,0.5
"...12682","DERM_BBWQ","TM02","01/08/2019 10:35:00",0.023,"mg/L",25.7855632,-80.2559449,0.5
"...12683","DERM_BBWQ","MI02","01/09/2019 09:35:00",0.002,"mg/L",25.4893605,-80.3473436,0.5
"...12684","DERM_BBWQ","BL03","02/06/2019 10:35:00",0.002,"mg/L",25.5490482,-80.3481369,0.5
"...12685","DERM_BBWQ","BB04","10/01/2018 12:10:00",0.005,"mg/L",25.917671,-80.1257684,0.5
"...12686","DERM_BBWQ","AR03","07/10/2019 09:02:00",0.006,"mg/L",25.2890129,-80.4430649,0.5
"...12687","DERM_BBWQ","BB10","10/01/2018 11:25:00",0.006,"mg/L",25.8695722,-80.1438671,0.5
"...12688","DERM_BBWQ","BB34","03/07/2019 09:40:00",0.002,"mg/L",25.6514821,-80.2590735,0.5
"...12689","DERM_BBWQ","PR03","03/06/2019 10:25:00",0.003,"mg/L",25.5195182,-80.364046,0.5
"...12690","DERM_BBWQ","LR08","11/08/2018 08:45:00",0.014,"mg/L",25.8703617,-80.2907737,0.5
"...12691","DERM_BBWQ","BB41","04/03/2019 11:20:00",0.002,"mg/L",25.4726881,-80.2844755,0.5
"...12692","DERM_BBWQ","BB34","07/11/2019 10:26:00",0.003,"mg/L",25.6514821,-80.2590735,0.5
"...12693","DERM_BBWQ","SK05","07/09/2018 11:15:00",0.003,"mg/L",25.9596526,-80.2054001,0.5
"...12694","DERM_BBWQ","WC04","11/13/2018 08:30:00",0.062,"mg/L",25.7944234,-80.2214498,0.5
"...12695","DERM_BBWQ","CG01","12/06/2018 09:40:00",0.005,"mg/L",25.7036788,-80.2472057,0.5
"...12696","DERM_BBWQ","BS11","02/04/2019 09:40:00",0.013,"mg/L",25.927833,-80.35815,0.5
"...12697","DERM_BBWQ","BS10","06/03/2019 10:20:00",0.01,"mg/L",25.9187361,-80.3244952,0.5
"...12698","DERM_BBWQ","CD09","02/07/2019 09:30:00",0.004,"mg/L",25.6658803,-80.4086772,0.5
"...12699","DERM_BBWQ","SK09","08/06/2018 10:20:00",0.005,"mg/L",25.964234,-80.3110905,0.5
"...12700","DERM_BBWQ","TM02","10/02/2018 09:15:00",0.008,"mg/L",25.7855632,-80.2559449,0.5
"...12701","DERM_BBWQ","MI03","07/11/2018 10:35:00",0.002,"mg/L",25.4894593,-80.3635494,0.5
"...12702","DERM_BBWQ","BB39A","08/08/2018 10:55:00",0.002,"mg/L",25.5264328,-80.3070577,0.5
"...12703","DERM_BBWQ","BBMB1","08/07/2018 10:00:00",0.002,"mg/L",25.4659,-80.38429,0.5
"...12704","DERM_BBWQ","AC01","08/06/2018 11:40:00",0.006,"mg/L",25.9006722,-80.1443668,0.5
"...12705","DERM_BBWQ","PR08","08/08/2018 10:40:00",0.003,"mg/L",25.5870676,-80.5112166,0.5
"...12706","DERM_BBWQ","MR08","07/10/2018 10:15:00",0.004,"mg/L",25.8103755,-80.2642734,0.5
"...12707","DERM_BBWQ","TM05","09/10/2019 09:00:00",0.01,"mg/L",25.7625448,-80.3202984,0.5
"...12708","DERM_BBWQ","BB50","08/08/2018 09:35:00",0.002,"mg/L",25.2298977,-80.3767774,0.5
"...12709","DERM_BBWQ","TM03A","01/08/2019 11:00:00",0.004,"mg/L",25.7937979,-80.2625108,0.5
"...12710","DERM_BBWQ","BS01","07/09/2018 10:50:00",0.01,"mg/L",25.8720738,-80.1647689,0.5
"...12711","DERM_BBWQ","BB37","03/07/2019 11:30:00",0.002,"mg/L",25.570684,-80.19177,0.5
"...12712","DERM_BBWQ","TM02","09/11/2018 10:10:00",0.013,"mg/L",25.7855632,-80.2559449,0.5
"...12713","DERM_BBWQ","FC03","04/03/2019 12:20:00",0.006,"mg/L",25.4480526,-80.3673826,0.5
"...12714","DERM_BBWQ","MR01","09/11/2018 10:50:00",0.006,"mg/L",25.770035,-80.1915094,0.5
"...12715","DERM_BBWQ","TM02","06/04/2019 08:50:00",0.013,"mg/L",25.7855632,-80.2559449,0.5
"...12716","DERM_BBWQ","BB51","06/05/2019 10:10:00",0.002,"mg/L",25.251496,-80.4140785,0.5
"...12717","DERM_BBWQ","BB31","06/06/2019 08:45:00",0.002,"mg/L",25.6937801,-80.2075693,0.5
"...12718","DERM_BBWQ","NO07A","06/05/2019 11:45:00",0.005,"mg/L",25.4628912,-80.4038901,0.5
"...12719","DERM_BBWQ","LR08","06/03/2019 09:30:00",0.011,"mg/L",25.8703617,-80.2907737,0.5
"...12720","DERM_BBWQ","MW13","08/08/2018 11:05:00",0.003,"mg/L",25.5174877,-80.5425794,0.5
"...12721","DERM_BBWQ","BS01","10/01/2018 11:05:00",0.006,"mg/L",25.8720738,-80.1647689,0.5
"...12722","DERM_BBWQ","BB24","09/10/2019 09:10:00",0.002,"mg/L",25.7665764,-80.1405694,0.5
"...12723","DERM_BBWQ","BB02","07/08/2019 12:39:00",0.006,"mg/L",25.9448704,-80.1277678,0.5
"...12724","DERM_BBWQ","LR10","10/02/2018 10:30:00",0.008,"mg/L",25.8695563,-80.3387186,0.5
"...12725","DERM_BBWQ","MI03","05/08/2019 09:30:00",0.005,"mg/L",25.4894593,-80.3635494,0.5
"...12726","DERM_BBWQ","LR05","07/09/2018 09:00:00",0.007,"mg/L",25.8714828,-80.2341987,0.5
"...12727","DERM_BBWQ","NO07A","11/14/2018 12:10:00",0.0055,"mg/L",25.4628912,-80.4038901,0.5
"...12728","DERM_BBWQ","BL06","08/08/2018 10:10:00",0.003,"mg/L",25.53604325,-80.32527118,0.5
"...12729","DERM_BBWQ","BB50","03/06/2019 10:15:00",0.003,"mg/L",25.2298977,-80.3767774,0.5
"...12730","DERM_BBWQ","BB17","07/10/2018 11:00:00",0.005,"mg/L",25.802675,-80.1659703,0.5
"...12731","DERM_BBWQ","SK05","08/06/2018 10:50:00",0.004,"mg/L",25.9596526,-80.2054001,0.5
"...12732","DERM_BBWQ","MR08","11/13/2018 09:30:00",0.0083,"mg/L",25.8103755,-80.2642734,0.5
"...12733","DERM_BBWQ","BB04","07/08/2019 12:23:00",0.002,"mg/L",25.917671,-80.1257684,0.5
"...12734","DERM_BBWQ","BB24","06/04/2019 09:30:00",0.004,"mg/L",25.7665764,-80.1405694,0.5
"...12735","DERM_BBWQ","MR03","05/07/2019 11:30:00",0.008,"mg/L",25.778711,-80.2072338,0.5
"...12736","DERM_BBWQ","BISC121","12/05/2018 09:25:00",0.002,"mg/L",25.3549983,-80.291665,0.5
"...12737","DERM_BBWQ","BISC121","07/10/2019 09:30:00",0.002,"mg/L",25.3549983,-80.291665,0.5
"...12738","DERM_BBWQ","AR03","06/05/2019 08:50:00",0.005,"mg/L",25.2890129,-80.4430649,0.5
"...12739","DERM_BBWQ","MW05","06/05/2019 11:10:00",0.004,"mg/L",25.521443,-80.4435492,0.5
"...12740","DERM_BBWQ","BB38","05/08/2019 08:35:00",0.002,"mg/L",25.5196864,-80.2393748,0.5
"...12741","DERM_BBWQ","CG07","07/11/2019 08:23:00",0.007,"mg/L",25.7410796,-80.3106721,0.5
"...12742","DERM_BBWQ","SK09","02/04/2019 10:40:00",0.007,"mg/L",25.964234,-80.3110905,0.5
"...12743","DERM_BBWQ","BB15A","02/07/2019 09:30:00",0.004,"mg/L",25.81507571,-80.1752699,0.5
"...12744","DERM_BBWQ","BB38","02/06/2019 09:05:00",0.002,"mg/L",25.5196864,-80.2393748,0.5
"...12745","DERM_BBWQ","BISC127","02/07/2019 12:05:00",0.002,"mg/L",25.6299983,-80.25,0.5
"...12746","DERM_BBWQ","BBMB2","09/13/2018 11:00:00",0.004,"mg/L",25.80345,-80.145149,0.5
"...12747","DERM_BBWQ","SP01","09/13/2018 09:50:00",0.015,"mg/L",25.6583676,-80.2659342,0.5
"...12748","DERM_BBWQ","MR03","06/04/2019 11:30:00",0.004,"mg/L",25.778711,-80.2072338,0.5
"...12749","DERM_BBWQ","BB50","07/11/2018 09:50:00",0.005,"mg/L",25.2298977,-80.3767774,0.5
"...12750","DERM_BBWQ","WC04","10/02/2018 08:55:00",0.142,"mg/L",25.7944234,-80.2214498,0.5
"...12751","DERM_BBWQ","SK05","10/01/2018 10:50:00",0.003,"mg/L",25.9596526,-80.2054001,0.5
"...12752","DERM_BBWQ","BB10","07/08/2019 11:29:00",0.005,"mg/L",25.8695722,-80.1438671,0.5
"...12753","DERM_BBWQ","LR01","07/09/2018 10:25:00",0.012,"mg/L",25.8451746,-80.1733678,0.5
"...12754","DERM_BBWQ","BB18","05/07/2019 10:25:00",0.003,"mg/L",25.7868761,-80.1633701,0.5
"...12755","DERM_BBWQ","MR15","09/10/2019 10:30:00",0.009,"mg/L",25.8959808,-80.379429,0.5
"...12756","DERM_BBWQ","TM05","11/13/2018 09:30:00",0.012,"mg/L",25.7625448,-80.3202984,0.5
"...12757","DERM_BBWQ","FC16","02/06/2019 12:30:00",0.004,"mg/L",25.44785,-80.468733,0.5
"...12758","DERM_BBWQ","TM02","02/05/2019 09:45:00",0.023,"mg/L",25.7855632,-80.2559449,0.5
"...12759","DERM_BBWQ","NO07A","05/08/2019 12:00:00",0.007,"mg/L",25.4628912,-80.4038901,0.5
"...12760","DERM_BBWQ","BB22","08/07/2018 09:20:00",0.003,"mg/L",25.7562781,-80.1742698,0.5
"...12761","DERM_BBWQ","NO07A","07/11/2018 11:05:00",0.002,"mg/L",25.4628912,-80.4038901,0.5
"...12762","DERM_BBWQ","BB47","12/05/2018 09:40:00",0.002,"mg/L",25.3367944,-80.3200766,0.5
"...12763","DERM_BBWQ","MW13","10/03/2018 10:20:00",0.003,"mg/L",25.5174877,-80.5425794,0.5
"...12764","DERM_BBWQ","BS10","02/04/2019 10:15:00",0.008,"mg/L",25.9187361,-80.3244952,0.5
"...12765","DERM_BBWQ","BB10","12/03/2018 11:55:00",0.004,"mg/L",25.8695722,-80.1438671,0.5
"...12766","DERM_BBWQ","CM02","06/04/2019 12:40:00",0.007,"mg/L",25.78348,-80.23984,0.5
"...12767","DERM_BBWQ","BB48","09/12/2018 09:30:00",0.004,"mg/L",25.308595,-80.3488753,0.5
"...12768","DERM_BBWQ","FC15","09/12/2018 12:00:00",0.008,"mg/L",25.4481037,-80.460903,0.5
"...12769","DERM_BBWQ","BBMB4","01/10/2019 10:35:00",0.002,"mg/L",25.846566,-80.127483,0.5
"...12770","DERM_BBWQ","BBMB4","10/04/2018 10:35:00",0.008,"mg/L",25.846566,-80.127483,0.5
"...12771","DERM_BBWQ","MR05","06/04/2019 11:50:00",0.004,"mg/L",25.7857488,-80.2266574,0.5
"...12772","DERM_BBWQ","BBMB2","10/04/2018 11:25:00",0.005,"mg/L",25.80345,-80.145149,0.5
"...12773","DERM_BBWQ","WC04","05/07/2019 09:20:00",0.1,"mg/L",25.7944234,-80.2214498,0.5
"...12774","DERM_BBWQ","BS11","10/01/2018 09:30:00",0.072,"mg/L",25.927833,-80.35815,0.5
"...12775","DERM_BBWQ","BB31","12/06/2018 09:20:00",0.002,"mg/L",25.6937801,-80.2075693,0.5
"...12776","DERM_BBWQ","LR05","10/01/2018 08:35:00",0.025,"mg/L",25.8714828,-80.2341987,0.5
"...12777","DERM_BBWQ","BBMB4","11/15/2018 09:35:00",0.028,"mg/L",25.846566,-80.127483,0.5
"...12778","DERM_BBWQ","MR15","05/07/2019 10:40:00",0.008,"mg/L",25.8959808,-80.379429,0.5
"...12779","DERM_BBWQ","BB24","02/05/2019 09:20:00",0.002,"mg/L",25.7665764,-80.1405694,0.5
"...12780","DERM_BBWQ","BB31","06/10/2021 09:05:00",0.002,"mg/L",25.6937801,-80.2075693,0.5
"...12781","DERM_BBWQ","MR05","06/08/2021 11:04:00",0.005,"mg/L",25.7857488,-80.2266574,0.5
"...12782","DERM_BBWQ","PR03","05/05/2021 10:20:00",0.006,"mg/L",25.5195182,-80.364046,0.5
"...12783","DERM_BBWQ","SK01","05/03/2021 13:45:00",0.009,"mg/L",25.9294714,-80.1503688,0.5
"...12784","DERM_BBWQ","MR01","05/04/2021 10:15:00",0.003,"mg/L",25.770035,-80.1915094,0.5
"...12785","DERM_BBWQ","MR15","05/04/2021 09:35:00",0.008,"mg/L",25.8959808,-80.379429,0.5
"...12786","DERM_BBWQ","SP08","05/06/2021 09:00:00",0.01,"mg/L",25.7154804,-80.3829744,0.5
"...12787","DERM_BBWQ","LR01","06/07/2021 09:50:00",0.007,"mg/L",25.8451746,-80.1733678,0.5
"...12788","DERM_BBWQ","LR08","05/03/2021 09:05:00",0.009,"mg/L",25.8703617,-80.2907737,0.5
"...12789","DERM_BBWQ","SK02","06/07/2021 12:25:00",0.006,"mg/L",25.9319891,-80.1523133,0.5
"...12790","DERM_BBWQ","BB08","05/06/2021 10:00:00",0.007,"mg/L",25.86423333,-80.17096667,0.5
"...12791","DERM_BBWQ","BB14","06/07/2021 09:15:00",0.002,"mg/L",25.8300761,-80.1585673,0.5
"...12792","DERM_BBWQ","BBMB1","06/08/2021 09:20:00",0.002,"mg/L",25.4659,-80.38429,0.5
"...12793","DERM_BBWQ","BB24","06/08/2021 09:09:00",0.002,"mg/L",25.7665764,-80.1405694,0.5
"...12794","DERM_BBWQ","PR04A","05/05/2021 11:15:00",0.005,"mg/L",25.536972,-80.3895984,0.5
"...12795","DERM_BBWQ","BB50","06/09/2021 09:55:00",0.002,"mg/L",25.2298977,-80.3767774,0.5
"...12796","DERM_BBWQ","MR01","06/08/2021 10:23:00",0.002,"mg/L",25.770035,-80.1915094,0.5
"...12797","DERM_BBWQ","SP04","05/06/2021 10:00:00",0.009,"mg/L",25.6740799,-80.2840729,0.5
"...12798","DERM_BBWQ","BB31","05/06/2021 08:30:00",0.002,"mg/L",25.6937801,-80.2075693,0.5
"...12799","DERM_BBWQ","BS11","05/03/2021 10:55:00",0.018,"mg/L",25.927833,-80.35815,0.5
"...12800","DERM_BBWQ","LR10","06/07/2021 09:55:00",0.013,"mg/L",25.8695563,-80.3387186,0.5
"...12801","DERM_BBWQ","CD09","05/06/2021 09:30:00",0.006,"mg/L",25.6658803,-80.4086772,0.5
"...12802","DERM_BBWQ","MW04","05/05/2021 09:10:00",0.004,"mg/L",25.4712872,-80.3792762,0.5
"...12803","DERM_BBWQ","BB11","05/03/2021 10:20:00",0.004,"mg/L",25.8464751,-80.1669677,0.5
"...12804","DERM_BBWQ","BB11","06/07/2021 09:36:00",0.002,"mg/L",25.8464751,-80.1669677,0.5
"...12805","DERM_BBWQ","MR03","06/08/2021 10:46:00",0.003,"mg/L",25.778711,-80.2072338,0.5
"...12806","DERM_BBWQ","BB17","05/04/2021 09:45:00",0.002,"mg/L",25.802675,-80.1659703,0.5
"...12807","DERM_BBWQ","MR07","05/04/2021 11:20:00",0.011,"mg/L",25.8072788,-80.2601771,0.5
"...12808","DERM_BBWQ","BB05A","06/07/2021 11:05:00",0.002,"mg/L",25.9017218,-80.1422694,0.5
"...12809","DERM_BBWQ","TM05","06/08/2021 08:45:00",0.011,"mg/L",25.7625448,-80.3202984,0.5
"...12810","DERM_BBWQ","BB26","05/04/2021 08:35:00",0.002,"mg/L",25.747777,-80.1850708,0.5
"...12811","DERM_BBWQ","SK01","06/07/2021 12:15:00",0.007,"mg/L",25.9294714,-80.1503688,0.5
"...12812","DERM_BBWQ","BB15A","05/06/2021 09:30:00",0.004,"mg/L",25.81507571,-80.1752699,0.5
"...12813","DERM_BBWQ","BISC121","05/05/2021 09:00:00",0.002,"mg/L",25.3549983,-80.291665,0.5
"...12814","DERM_BBWQ","L31E1","05/05/2021 09:55:00",0.007,"mg/L",25.4926466,-80.346775,0.5
"...12815","DERM_BBWQ","BISC122","06/09/2021 10:45:00",0.002,"mg/L",25.4133316,-80.295,0.5
"...12816","DERM_BBWQ","BISC127","05/06/2021 09:45:00",0.002,"mg/L",25.6299983,-80.25,0.5
"...12817","DERM_BBWQ","BISC101","06/09/2021 11:10:00",0.002,"mg/L",25.4783316,-80.320831,0.5
"...12818","DERM_BBWQ","SK01","03/07/2022 11:40:00",0.008,"mg/L",25.9294714,-80.1503688,0.5
"...12819","DERM_BBWQ","BB13A","03/07/2022 09:10:00",0.002,"mg/L",25.84363213,-80.16884056,0.5
"...12820","DERM_BBWQ","BS11","03/07/2022 11:15:00",0.12,"mg/L",25.927833,-80.35815,0.5
"...12821","DERM_BBWQ","CG07","03/10/2022 08:30:00",0.01,"mg/L",25.7410796,-80.3106721,0.5
"...12822","DERM_BBWQ","MW13","03/09/2022 10:20:00",0.007,"mg/L",25.5174877,-80.5425794,0.5
"...12823","DERM_BBWQ","BB50","01/05/2022 10:20:00",0.003,"mg/L",25.2298977,-80.3767774,0.5
"...12824","DERM_BBWQ","PR03","01/05/2022 10:45:00",0.005,"mg/L",25.5195182,-80.364046,0.5
"...12825","DERM_BBWQ","MR05","02/08/2022 11:00:00",0.014,"mg/L",25.7857488,-80.2266574,0.5
"...12826","DERM_BBWQ","AR03","02/09/2022 08:55:00",0.005,"mg/L",25.2890129,-80.4430649,0.5
"...12827","DERM_BBWQ","BBMB2","03/10/2022 11:25:00",0.002,"mg/L",25.80345,-80.145149,0.5
"...12828","DERM_BBWQ","SP08","01/06/2022 09:00:00",0.009,"mg/L",25.7154804,-80.3829744,0.5
"...12829","DERM_BBWQ","BB47","03/09/2022 09:10:00",0.002,"mg/L",25.3367944,-80.3200766,0.5
"...12830","DERM_BBWQ","CD02","03/10/2022 11:00:00",0.005,"mg/L",25.6111839,-80.3098744,0.5
"...12831","DERM_BBWQ","TM08","03/08/2022 09:00:00",0.007,"mg/L",25.761778,-80.4810792,0.5
"...12832","DERM_BBWQ","SP01","03/10/2022 09:15:00",0.006,"mg/L",25.6583676,-80.2659342,0.5
"...12833","DERM_BBWQ","BISC127","03/10/2022 10:05:00",0.002,"mg/L",25.6299983,-80.25,0.5
"...12834","DERM_BBWQ","CD09","02/10/2022 09:30:00",0.006,"mg/L",25.6658803,-80.4086772,0.5
"...12835","DERM_BBWQ","BB39A","03/09/2022 11:45:00",0.002,"mg/L",25.5264328,-80.3070577,0.5
"...12836","DERM_BBWQ","CD01A","03/10/2022 09:45:00",0.002,"mg/L",25.95683333,-80.43063333,0.5
"...12837","DERM_BBWQ","LR10","02/07/2022 09:35:00",0.011,"mg/L",25.8695563,-80.3387186,0.5
"...12838","DERM_BBWQ","BL12","02/09/2022 08:30:00",0.011,"mg/L",25.6610226,-80.4306146,0.5
"...12839","DERM_BBWQ","NO07A","02/09/2022 11:25:00",0.005,"mg/L",25.4628912,-80.4038901,0.5
"...12840","DERM_BBWQ","BB41","01/05/2022 11:25:00",0.002,"mg/L",25.4726881,-80.2844755,0.5
"...12841","DERM_BBWQ","CM02","01/04/2022 11:25:00",0.011,"mg/L",25.78348,-80.23984,0.5
"...12842","DERM_BBWQ","BS04","01/03/2022 08:45:00",0.009,"mg/L",25.8740728,-80.1814691,0.5
"...12843","DERM_BBWQ","TM03A","02/08/2022 09:40:00",0.007,"mg/L",25.7937979,-80.2625108,0.5
"...12844","DERM_BBWQ","BS11","03/07/2022 11:15:00",0.13,"mg/L",25.927833,-80.35815,0.5
