"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...11723","DEP","BOC078","11/25/2024 07:20:00","Nitrate-Nitrite__N_",0.003854,"mg/L",26.307717,-80.07425,0.5
"...11724","DEP","BOC082","12/02/2024 14:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.35451,-80.05444,0.5
"...11725","DEP","PEV047","10/28/2024 10:25:00","Nitrate-Nitrite__N_",0.007957,"mg/L",26.1484,-80.0952,0.5
"...11726","DEP","PEV048","07/22/2024 11:45:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.9724,-80.1098,0.5
"...11727","DEP","BOC080","10/25/2024 09:30:00","Nitrate-Nitrite__N_",0.01307,"mg/L",26.35,-80.054444,0.5
"...11728","DEP","BAK030","12/18/2024 11:55:00","Nitrate-Nitrite__N_",0.05552,"mg/L",25.92075,-80.08608,0.5
"...11729","DEP","BOY094","07/17/2024 10:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.56462,-80.02833333,0.5
"...11730","DEP","ILW119","07/17/2024 07:45:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.6994667,-80.0301333,0.5
"...11731","DEP","BOY090","12/19/2024 10:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.54417,-80.04057,0.5
"...11732","DEP","HIL058","11/11/2024 06:55:00","Nitrate-Nitrite__N_",0.008693,"mg/L",26.19612,-80.091,0.5
"...11733","DEP","ILW112","09/18/2024 12:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.76794,-80.030381,0.5
"...11734","DEP","BAK022","12/18/2024 13:10:00","Nitrate-Nitrite__N_",0.005327,"mg/L",25.89549,-80.119714,0.5
"...11735","DEP","BOY092","08/12/2024 08:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.54954,-80.040578,0.5
"...11736","DEP","JUP121","12/11/2024 08:30:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.94831,-80.069106,0.5
"...11737","DEP","GOC011","08/22/2024 13:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.71883,-80.10008,0.5
"...11738","DEP","BOC070","12/02/2024 13:15:00","Nitrate-Nitrite__N_",0.006583,"mg/L",26.335761,-80.069389,0.5
"...11739","DEP","PEV052","10/28/2024 08:30:00","Nitrate-Nitrite__N_",0.00527,"mg/L",26.01179,-80.087,0.5
"...11740","DEP","BOC071","11/25/2024 08:55:00","Nitrate-Nitrite__N_",0.003632,"mg/L",26.34027,-80.069389,0.5
"...11741","DEP","BAK030","07/11/2024 14:20:00","Nitrate-Nitrite__N_",0.1199,"mg/L",25.92075,-80.08608,0.5
"...11742","DEP","PEV041","09/03/2024 12:45:00","Nitrate-Nitrite__N_",0.05769,"mg/L",26.09752,-80.097333,0.5
"...11743","DEP","BAK033","08/07/2024 11:35:00","Nitrate-Nitrite__N_",0.005984,"mg/L",25.92075,-80.08108,0.5
"...11744","DEP","GOC009","11/12/2024 09:30:00","Nitrate-Nitrite__N_",0.006217,"mg/L",25.6682173,-80.098742,0.5
"...11745","DEP","GOC010","08/22/2024 13:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.6591635,-80.0948249,0.5
"...11746","DEP","BOY101","11/21/2024 08:50:00","Nitrate-Nitrite__N_",0.003129,"mg/L",26.5516,-80.030833,0.5
"...11747","DEP","BOC074","11/25/2024 07:55:00","Nitrate-Nitrite__N_",0.003277,"mg/L",26.32565,-80.0722167,0.5
"...11748","DEP","STL171","08/13/2024 07:35:00","Nitrate-Nitrite__N_",0.0486,"mg/L",27.15983,-80.14485,0.5
"...11749","DEP","GOC009","12/05/2024 13:35:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.6682173,-80.098742,0.5
"...11750","DEP","GOC008","11/12/2024 07:35:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.8351833,-80.1092833,0.5
"...11751","DEP","GOC002","09/22/2024 15:45:00","Nitrate-Nitrite__N_",0.0109,"mg/L",25.761,-80.128425,0.5
"...11752","DEP","PEV050","12/04/2024 11:45:00","Nitrate-Nitrite__N_",0.02139,"mg/L",26.0163,-80.087,0.5
"...11753","DEP","STL169","08/13/2024 08:00:00","Nitrate-Nitrite__N_",0.0658,"mg/L",27.15402,-80.14882,0.5
"...11754","DEP","BOC076","09/11/2024 08:10:00","Nitrate-Nitrite__N_",0.008588,"mg/L",26.3369167,-80.0646833,0.5
"...11755","DEP","BOC073","11/25/2024 08:30:00","Nitrate-Nitrite__N_",0.01618,"mg/L",26.33576,-80.06438,0.5
"...11756","DEP","GOC003","09/22/2024 15:55:00","Nitrate-Nitrite__N_",0.01092,"mg/L",25.76026,-80.12362,0.5
"...11757","DEP","PEV050","11/14/2024 11:05:00","Nitrate-Nitrite__N_",0.02568,"mg/L",26.0163,-80.087,0.5
"...11758","DEP","BAK027","07/11/2024 16:35:00","Nitrate-Nitrite__N_",0.003826,"mg/L",25.86261,-80.10401,0.5
"...11759","DEP","BAK023","12/18/2024 13:40:00","Nitrate-Nitrite__N_",0.003834,"mg/L",25.9,-80.11472,0.5
"...11760","DEP","GOC001","07/09/2024 14:30:00","Nitrate-Nitrite__N_",0.005543,"mg/L",25.75649,-80.128425,0.5
"...11761","DEP","ILW110","12/19/2024 13:10:00","Nitrate-Nitrite__N_",0.002833,"mg/L",26.772447,-80.030381,0.5
"...11762","DEP","HIL063","08/01/2024 09:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.254,-80.0571,0.5
"...11763","DEP","BAK027","09/13/2024 08:40:00","Nitrate-Nitrite__N_",0.006263,"mg/L",25.86261,-80.10401,0.5
"...11764","DEP","JUP120","12/11/2024 09:00:00","Nitrate-Nitrite__N_",0.003904,"mg/L",26.943797,-80.069106,0.5
"...11765","DEP","BOC082","10/25/2024 09:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.35451,-80.05444,0.5
"...11766","DEP","BAK020","08/07/2024 13:45:00","Nitrate-Nitrite__N_",0.004117,"mg/L",25.9,-80.119714,0.5
"...11767","DEP","JUP122","09/17/2024 12:35:00","Nitrate-Nitrite__N_",0.01339,"mg/L",26.93929,-80.069106,0.5
"...11768","DEP","BOY097","10/14/2024 11:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.50847,-80.03366667,0.5
"...11769","DEP","HIL052","12/08/2024 16:50:00","Nitrate-Nitrite__N_",0.003202,"mg/L",26.25208,-80.080197,0.5
"...11770","DEP","HIL052","07/10/2024 15:30:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.25208,-80.080197,0.5
"...11771","DEP","HIL050","12/08/2024 16:40:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.256592,-80.080197,0.5
"...11772","DEP","BAK026","11/15/2024 08:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.8757,-80.1049667,0.5
"...11773","DEP","BOC083","12/02/2024 14:35:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.34549,-80.05444,0.5
"...11774","DEP","HIL062","12/08/2024 15:00:00","Nitrate-Nitrite__N_",0.04048,"mg/L",26.24949,-80.0621,0.5
"...11775","DEP","STL168","07/15/2024 08:40:00","Nitrate-Nitrite__N_",0.005147,"mg/L",27.12218,-80.12798,0.5
"...11776","DEP","BOC071","09/11/2024 08:20:00","Nitrate-Nitrite__N_",0.01827,"mg/L",26.34027,-80.069389,0.5
"...11777","DEP","BOC077","12/02/2024 12:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.309433,-80.07405,0.5
"...11778","DEP","GOC002","07/09/2024 14:40:00","Nitrate-Nitrite__N_",0.00533,"mg/L",25.761,-80.128425,0.5
"...11779","DEP","HIL053","10/16/2024 10:35:00","Nitrate-Nitrite__N_",0.01746,"mg/L",26.25659,-80.07519,0.5
"...11780","DEP","BAK026","12/18/2024 12:50:00","Nitrate-Nitrite__N_",0.005546,"mg/L",25.8757,-80.1049667,0.5
"...11781","DEP","BOC076","12/02/2024 13:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.3369167,-80.0646833,0.5
"...11782","DEP","STL163","07/15/2024 10:05:00","Nitrate-Nitrite__N_",0.007404,"mg/L",27.16703,-80.144117,0.5
"...11783","DEP","BOY093","07/17/2024 11:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.54051,-80.040578,0.5
"...11784","DEP","STL162","10/02/2024 09:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.162524,-80.148663,0.5
"...11785","DEP","ILW114","10/03/2024 12:40:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.69742,-80.0304,0.5
"...11786","DEP","PEV053","12/04/2024 11:55:00","Nitrate-Nitrite__N_",0.004294,"mg/L",26.0163,-80.082,0.5
"...11787","DEP","GOC008","08/22/2024 14:55:00","Nitrate-Nitrite__N_",0.002731,"mg/L",25.8351833,-80.1092833,0.5
"...11788","DEP","BAK026","10/24/2024 08:50:00","Nitrate-Nitrite__N_",0.006898,"mg/L",25.8757,-80.1049667,0.5
"...11789","DEP","HIL052","08/01/2024 10:20:00","Nitrate-Nitrite__N_",0.007708,"mg/L",26.25208,-80.080197,0.5
"...11790","DEP","BOY097","08/12/2024 07:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.50847,-80.03366667,0.5
"...11791","DEP","PEV043","09/03/2024 12:35:00","Nitrate-Nitrite__N_",0.008171,"mg/L",26.09301,-80.09234,0.5
"...11792","DEP","BOC075","12/02/2024 11:55:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.2986,-80.074683,0.5
"...11793","DEP","BOC080","09/11/2024 08:55:00","Nitrate-Nitrite__N_",0.04156,"mg/L",26.35,-80.054444,0.5
"...11794","DEP","BOY099","08/12/2024 07:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.442217,-80.04741667,0.5
"...11795","DEP","BOC075","09/11/2024 06:40:00","Nitrate-Nitrite__N_",0.006646,"mg/L",26.2986,-80.074683,0.5
"...11796","DEP","HIL059","08/01/2024 10:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.2561667,-80.0769167,0.5
"...11797","DEP","HIL060","10/16/2024 09:15:00","Nitrate-Nitrite__N_",0.01932,"mg/L",26.254,-80.0621,0.5
"...11798","DEP","ILW116","08/15/2024 08:10:00","Nitrate-Nitrite__N_",0.003868,"mg/L",26.72168,-80.0315,0.5
"...11799","DEP","JUP123","10/02/2024 13:20:00","Nitrate-Nitrite__N_",0.004007,"mg/L",26.9438,-80.06407,0.5
"...11800","DEP","PEV052","07/22/2024 10:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.01179,-80.087,0.5
"...11801","DEP","HIL055","10/16/2024 11:45:00","Nitrate-Nitrite__N_",0.006211,"mg/L",26.21693,-80.0862,0.5
"...11802","DEP","ILW115","08/15/2024 07:55:00","Nitrate-Nitrite__N_",0.003757,"mg/L",26.70405,-80.03025,0.5
"...11803","DEP","STL163","12/10/2024 09:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.16703,-80.144117,0.5
"...11804","DEP","PEV053","10/28/2024 08:20:00","Nitrate-Nitrite__N_",0.003816,"mg/L",26.0163,-80.082,0.5
"...11805","DEP","JUP122","11/19/2024 14:40:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.93929,-80.069106,0.5
"...11806","DEP","PEV042","11/14/2024 09:55:00","Nitrate-Nitrite__N_",0.01869,"mg/L",26.08849,-80.097333,0.5
"...11807","DEP","BOY094","11/21/2024 08:35:00","Nitrate-Nitrite__N_",0.00415,"mg/L",26.56462,-80.02833333,0.5
"...11808","DEP","BOY101","08/12/2024 08:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.5516,-80.030833,0.5
"...11809","DEP","PEV052","12/04/2024 12:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.01179,-80.087,0.5
"...11810","DEP","BAK027","08/07/2024 12:55:00","Nitrate-Nitrite__N_",0.003513,"mg/L",25.86261,-80.10401,0.5
"...11811","DEP","GOC015","09/22/2024 14:00:00","Nitrate-Nitrite__N_",0.007946,"mg/L",25.74646,-80.08611,0.5
"...11812","DEP","JUP126","08/14/2024 07:25:00","Nitrate-Nitrite__N_",0.00374,"mg/L",27.0115833,-80.0678,0.5
"...11813","DEP","BAK032","12/18/2024 12:15:00","Nitrate-Nitrite__N_",0.003106,"mg/L",25.9149,-80.086083,0.5
"...11814","DEP","ILW112","11/20/2024 14:55:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.76794,-80.030381,0.5
"...11815","DEP","JUP124","10/02/2024 12:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.99485,-80.06685,0.5
"...11816","DEP","BOC079","07/08/2024 15:35:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.3120667,-80.0738333,0.5
"...11817","DEP","BAK025","12/18/2024 13:00:00","Nitrate-Nitrite__N_",0.008867,"mg/L",25.88526,-80.11218,0.5
"...11818","DEP","GOC014","10/15/2024 09:40:00","Nitrate-Nitrite__N_",0.04491,"mg/L",25.741944,-80.086111,0.5
"...11819","DEP","BOC072","12/02/2024 13:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.33125,-80.069389,0.5
"...11820","DEP","ILW119","10/03/2024 12:30:00","Nitrate-Nitrite__N_",0.003194,"mg/L",26.6994667,-80.0301333,0.5
"...11821","DEP","GOC003","12/05/2024 14:45:00","Nitrate-Nitrite__N_",0.003357,"mg/L",25.76026,-80.12362,0.5
"...11822","DEP","ILW112","07/17/2024 08:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.76794,-80.030381,0.5
"...11823","DEP","JUP121","08/14/2024 08:05:00","Nitrate-Nitrite__N_",0.004363,"mg/L",26.94831,-80.069106,0.5
"...11824","DEP","GOC015","08/22/2024 12:40:00","Nitrate-Nitrite__N_",0.01037,"mg/L",25.74646,-80.08611,0.5
"...11825","DEP","STLMC1","11/18/2024 13:45:00","Nitrate-Nitrite__N_",0.01577,"mg/L",27.1316666666667,-79.8659666666667,0.5
"...11826","DEP","BAK031","07/11/2024 14:40:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.92525,-80.086083,0.5
"...11827","DEP","JUP125","12/11/2024 08:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.001917,-80.06595,0.5
"...11828","DEP","STL165","08/13/2024 06:55:00","Nitrate-Nitrite__N_",0.01251,"mg/L",27.17298,-80.14978,0.5
"...11829","DEP","BAK025","08/07/2024 13:25:00","Nitrate-Nitrite__N_",0.004295,"mg/L",25.88526,-80.11218,0.5
"...11830","DEP","BOY092","12/19/2024 10:45:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.54954,-80.040578,0.5
"...11831","DEP","HIL059","07/10/2024 15:10:00","Nitrate-Nitrite__N_",0.003078,"mg/L",26.2561667,-80.0769167,0.5
"...11832","DEP","STL170","11/18/2024 13:50:00","Nitrate-Nitrite__N_",0.01087,"mg/L",27.13447,-80.13192,0.5
"...11833","DEP","PEV050","08/08/2024 13:10:00","Nitrate-Nitrite__N_",0.02525,"mg/L",26.0163,-80.087,0.5
"...11834","DEP","HIL062","08/01/2024 08:45:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.24949,-80.0621,0.5
"...11835","DEP","BAK021","12/18/2024 13:50:00","Nitrate-Nitrite__N_",0.002871,"mg/L",25.90451,-80.119714,0.5
"...11836","DEP","STL171","11/18/2024 14:30:00","Nitrate-Nitrite__N_",0.008541,"mg/L",27.15983,-80.14485,0.5
"...11837","DEP","JUP123","08/14/2024 08:15:00","Nitrate-Nitrite__N_",0.003617,"mg/L",26.9438,-80.06407,0.5
"...11838","DEP","BOY095","08/12/2024 07:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.489417,-80.03825,0.5
"...11839","DEP","HIL058","10/16/2024 12:00:00","Nitrate-Nitrite__N_",0.007822,"mg/L",26.19612,-80.091,0.5
"...11840","DEP","PEV045","11/14/2024 09:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.112067,-80.098833,0.5
"...11841","DEP","PEV042","08/08/2024 14:25:00","Nitrate-Nitrite__N_",0.007103,"mg/L",26.08849,-80.097333,0.5
"...11842","DEP","HIL054","08/01/2024 09:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.28915,-80.0751167,0.5
"...11843","DEP","STL170","07/15/2024 09:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.13447,-80.13192,0.5
"...11844","DEP","JUP123","09/17/2024 12:15:00","Nitrate-Nitrite__N_",0.00805,"mg/L",26.9438,-80.06407,0.5
"...11845","DEP","BOY100","10/14/2024 09:40:00","Nitrate-Nitrite__N_",0.007621,"mg/L",26.60867,-80.02316667,0.5
"...11846","DEP","BAK032","11/15/2024 08:15:00","Nitrate-Nitrite__N_",0.02814,"mg/L",25.9149,-80.086083,0.5
"...11847","DEP","STL162","09/16/2024 12:10:00","Nitrate-Nitrite__N_",0.02617,"mg/L",27.162524,-80.148663,0.5
"...11848","DEP","HIL061","08/01/2024 09:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.25851,-80.0621,0.5
"...11849","DEP","BOY091","09/12/2024 09:00:00","Nitrate-Nitrite__N_",0.004932,"mg/L",26.54502,-80.0356,0.5
"...11850","DEP","GOC001","08/22/2024 14:10:00","Nitrate-Nitrite__N_",0.01117,"mg/L",25.75649,-80.128425,0.5
"...11851","DEP","ILW111","10/03/2024 11:30:00","Nitrate-Nitrite__N_",0.003079,"mg/L",26.77696,-80.030381,0.5
"...11852","DEP","STL172","12/10/2024 08:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.12525,-80.1298333,0.5
"...11853","DEP","BOY101","09/12/2024 09:20:00","Nitrate-Nitrite__N_",0.003185,"mg/L",26.5516,-80.030833,0.5
"...11854","DEP","GOC015","11/12/2024 10:25:00","Nitrate-Nitrite__N_",0.005578,"mg/L",25.74646,-80.08611,0.5
"...11855","DEP","BOC078","08/19/2024 13:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.307717,-80.07425,0.5
"...11856","DEP","BOY098","10/14/2024 12:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.422417,-80.05043333,0.5
"...11857","DEP","PEV053","08/08/2024 13:20:00","Nitrate-Nitrite__N_",0.004206,"mg/L",26.0163,-80.082,0.5
"...11858","DEP","BOC070","07/08/2024 14:55:00","Nitrate-Nitrite__N_",0.0164,"mg/L",26.335761,-80.069389,0.5
"...11859","DEP","GOC010","09/22/2024 14:48:00","Nitrate-Nitrite__N_",0.01217,"mg/L",25.6591635,-80.0948249,0.5
"...11860","DEP","BOY094","12/19/2024 11:05:00","Nitrate-Nitrite__N_",0.009967,"mg/L",26.56462,-80.02833333,0.5
"...11861","DEP","ILW112","08/15/2024 08:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.76794,-80.030381,0.5
"...11862","DEP","JUP123","11/19/2024 14:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.9438,-80.06407,0.5
"...11863","DEP","GOC008","07/09/2024 15:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.8351833,-80.1092833,0.5
"...11864","DEP","BOY098","07/17/2024 12:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.422417,-80.05043333,0.5
"...11865","DEP","GOC013","08/22/2024 13:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.74194,-80.08113,0.5
"...11866","DEP","BAK031","08/07/2024 11:15:00","Nitrate-Nitrite__N_",0.003278,"mg/L",25.92525,-80.086083,0.5
"...11867","DEP","STL169","10/02/2024 09:30:00","Nitrate-Nitrite__N_",0.007235,"mg/L",27.15402,-80.14882,0.5
"...11868","DEP","STL170","12/10/2024 08:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.13447,-80.13192,0.5
"...11869","DEP","BAK023","08/07/2024 13:55:00","Nitrate-Nitrite__N_",0.004375,"mg/L",25.9,-80.11472,0.5
"...11870","DEP","JUP129","12/11/2024 07:35:00","Nitrate-Nitrite__N_",0.003508,"mg/L",27.015967,-80.06595,0.5
"...11871","DEP","BAK024","08/07/2024 13:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.872983,-80.1045,0.5
"...11872","DEP","STL167","12/10/2024 07:35:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.099317,-80.124467,0.5
"...11873","DEP","BAK021","07/11/2024 15:20:00","Nitrate-Nitrite__N_",0.003083,"mg/L",25.90451,-80.119714,0.5
"...11874","DEP","STL171","07/15/2024 09:45:00","Nitrate-Nitrite__N_",0.008555,"mg/L",27.15983,-80.14485,0.5
"...11875","DEP","ILW117","09/18/2024 10:40:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.6987,-80.016517,0.5
"...11876","DEP","GOC012","07/09/2024 13:15:00","Nitrate-Nitrite__N_",0.003137,"mg/L",25.73743,-80.08611,0.5
"...11877","DEP","HIL062","09/10/2024 15:45:00","Nitrate-Nitrite__N_",0.01074,"mg/L",26.24949,-80.0621,0.5
"...11878","DEP","BOC078","10/25/2024 07:30:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.307717,-80.07425,0.5
"...11879","DEP","GOC006","07/09/2024 14:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.7341421,-80.1002392,0.5
"...11880","DEP","STL166","09/16/2024 12:35:00","Nitrate-Nitrite__N_",0.0258,"mg/L",27.16066,-80.14328,0.5
"...11881","DEP","JUP127","08/14/2024 07:05:00","Nitrate-Nitrite__N_",0.002918,"mg/L",27.01775,-80.07291667,0.5
"...11882","DEP","HIL053","11/11/2024 08:20:00","Nitrate-Nitrite__N_",0.002742,"mg/L",26.25659,-80.07519,0.5
"...11883","DEP","ILW113","10/03/2024 11:40:00","Nitrate-Nitrite__N_",0.002781,"mg/L",26.77245,-80.02535,0.5
"...11884","DEP","STL167","10/02/2024 10:35:00","Nitrate-Nitrite__N_",0.004164,"mg/L",27.099317,-80.124467,0.5
"...11885","DEP","PEV042","10/28/2024 09:25:00","Nitrate-Nitrite__N_",0.03985,"mg/L",26.08849,-80.097333,0.5
"...11886","DEP","HIL063","12/08/2024 15:20:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.254,-80.0571,0.5
"...11887","DEP","HIL051","10/16/2024 10:25:00","Nitrate-Nitrite__N_",0.01014,"mg/L",26.26111,-80.080197,0.5
"...11888","DEP","BAK020","09/13/2024 07:30:00","Nitrate-Nitrite__N_",0.04822,"mg/L",25.9,-80.119714,0.5
"...11889","DEP","PEV046","09/03/2024 12:00:00","Nitrate-Nitrite__N_",0.007546,"mg/L",26.0206,-80.1119,0.5
"...11890","DEP","JUP124","12/11/2024 08:10:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.99485,-80.06685,0.5
"...11891","DEP","JUP125","10/02/2024 12:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.001917,-80.06595,0.5
"...11892","DEP","JUP127","12/11/2024 07:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.01775,-80.07291667,0.5
"...11893","DEP","GOC001","11/12/2024 08:45:00","Nitrate-Nitrite__N_",0.009277,"mg/L",25.75649,-80.128425,0.5
"...11894","DEP","STL165","12/10/2024 09:45:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.17298,-80.14978,0.5
"...11895","DEP","ILW118","12/19/2024 14:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.69683,-80.03033,0.5
"...11896","DEP","HIL063","09/10/2024 16:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.254,-80.0571,0.5
"...11897","DEP","JUP125","07/16/2024 08:30:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.001917,-80.06595,0.5
"...11898","DEP","ILW115","12/19/2024 14:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.70405,-80.03025,0.5
"...11899","DEP","BOY099","09/12/2024 07:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.442217,-80.04741667,0.5
"...11900","DEP","JUP122","12/11/2024 09:10:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.93929,-80.069106,0.5
"...11901","DEP","HIL063","07/10/2024 14:10:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.254,-80.0571,0.5
"...11902","DEP","STL167","07/15/2024 08:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.099317,-80.124467,0.5
"...11903","DEP","PEV045","10/28/2024 10:05:00","Nitrate-Nitrite__N_",0.003793,"mg/L",26.112067,-80.098833,0.5
"...11904","DEP","BAK023","11/15/2024 09:45:00","Nitrate-Nitrite__N_",0.00306,"mg/L",25.9,-80.11472,0.5
"...11905","DEP","STL161","12/10/2024 10:00:00","Nitrate-Nitrite__N_",0.006716,"mg/L",27.165308,-80.163132,0.5
"...11906","DEP","BOY091","12/19/2024 10:30:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.54502,-80.0356,0.5
"...11907","DEP","JUP126","12/11/2024 07:50:00","Nitrate-Nitrite__N_",0.002715,"mg/L",27.0115833,-80.0678,0.5
"...11908","DEP","ILW114","12/19/2024 14:40:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.69742,-80.0304,0.5
"...11909","DEP","BOC079","09/11/2024 07:10:00","Nitrate-Nitrite__N_",0.004541,"mg/L",26.3120667,-80.0738333,0.5
"...11910","DEP","BOC083","08/19/2024 11:20:00","Nitrate-Nitrite__N_",0.01,"mg/L",26.34549,-80.05444,0.5
"...11911","DEP","BAK021","08/07/2024 14:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.90451,-80.119714,0.5
"...11912","DEP","BAK030","08/07/2024 11:25:00","Nitrate-Nitrite__N_",0.002812,"mg/L",25.92075,-80.08608,0.5
"...11913","DEP","BAK032","09/13/2024 08:55:00","Nitrate-Nitrite__N_",0.01655,"mg/L",25.9149,-80.086083,0.5
"...11914","DEP","PEV040","07/22/2024 12:25:00","Nitrate-Nitrite__N_",0.009712,"mg/L",26.093006,-80.097333,0.5
"...11915","DEP","HIL059","10/16/2024 10:45:00","Nitrate-Nitrite__N_",0.01839,"mg/L",26.2561667,-80.0769167,0.5
"...11916","DEP","HIL060","08/01/2024 08:55:00","Nitrate-Nitrite__N_",0.212,"mg/L",26.254,-80.0621,0.5
"...11917","DEP","ILW116","12/19/2024 14:00:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.72168,-80.0315,0.5
"...11918","DEP","BOC082","07/08/2024 14:15:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.35451,-80.05444,0.5
"...11919","DEP","BOC071","10/25/2024 09:00:00","Nitrate-Nitrite__N_",0.02606,"mg/L",26.34027,-80.069389,0.5
"...11920","DEP","ILW114","09/18/2024 11:05:00","Nitrate-Nitrite__N_",0.005247,"mg/L",26.69742,-80.0304,0.5
"...11921","DEP","STL161","11/18/2024 15:35:00","Nitrate-Nitrite__N_",0.0227,"mg/L",27.165308,-80.163132,0.5
"...11922","DEP","GOC010","12/05/2024 13:25:00","Nitrate-Nitrite__N_",0.002715,"mg/L",25.6591635,-80.0948249,0.5
"...11923","DEP","BOC076","08/19/2024 11:40:00","Nitrate-Nitrite__N_",0.01195,"mg/L",26.3369167,-80.0646833,0.5
"...11924","DEP","BOC072","07/08/2024 15:05:00","Nitrate-Nitrite__N_",0.002715,"mg/L",26.33125,-80.069389,0.5
"...11925","DEP","JUP129","09/17/2024 11:10:00","Nitrate-Nitrite__N_",0.004532,"mg/L",27.015967,-80.06595,0.5
"...11926","DEP","BOY090","10/14/2024 10:50:00","Nitrate-Nitrite__N_",0.1279,"mg/L",26.54417,-80.04057,0.5
"...11927","DEP","GOC009","09/22/2024 14:55:00","Nitrate-Nitrite__N_",0.01111,"mg/L",25.6682173,-80.098742,0.5
