"","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"...2644","FIU_WQMP","200-W","11/28/2022 13:57:00","Nitrogen-_Total",0.049905882,"mg/L",25.59,-80.1,0.677
"...2645","FIU_WQMP","276-W","12/06/2022 15:13:00","Nitrogen-_Total",0.06901936,"mg/L",24.47538,-81.73742,0.684
"...2646","FIU_WQMP","217-W","03/10/2023 12:27:00","Nitrogen-_Total",0.111112813,"mg/L",25.17332,-80.33985,0.873
"...2647","FIU_WQMP","243-W","11/23/2022 12:33:00","Nitrogen-_Total",0.048428696,"mg/L",24.745,-80.78333,0.663
"...2648","FIU_WQMP","201-W","03/07/2023 13:39:00","Nitrogen-_Total",0.082956465,"mg/L",25.51,-80.165,0.66
"...2649","FIU_WQMP","246-W","04/10/2023 14:15:00","Nitrogen-_Total",0.151858081,"mg/L",24.71317,-80.85813,0.69
"...2650","FIU_WQMP","253-W","02/03/2023 13:37:00","Nitrogen-_Total",0.124071712,"mg/L",24.64537,-81.30723,0.601
"...2651","FIU_WQMP","237-W","03/05/2023 12:00:00","Nitrogen-_Total",0.096780132,"mg/L",24.83265,-80.64907,0.62
"...2652","FIU_WQMP","268-W","03/01/2023 13:19:00","Nitrogen-_Total",0.136368824,"mg/L",24.58782,-81.57698,0.687
"...2653","FIU_WQMP","291-W","11/29/2022 12:38:00","Nitrogen-_Total",0.220663147,"mg/L",24.81682,-81.14678,0.735
"...2654","FIU_WQMP","270-W","04/14/2023 13:20:00","Nitrogen-_Total",0.056664183,"mg/L",24.52162,-81.56432,0.678
"...2655","FIU_WQMP","401-W","12/04/2022 15:54:00","Nitrogen-_Total",0.090618575,"mg/L",24.853,-80.622,0.756
"...2656","FIU_WQMP","402-W","11/23/2022 14:43:00","Nitrogen-_Total",0.063763762,"mg/L",24.63,-81.112,0.709
"...2657","FIU_WQMP","292-W","11/29/2022 17:10:00","Nitrogen-_Total",0.35765651,"mg/L",24.76312,-81.11248,0.67
"...2658","FIU_WQMP","238-W","12/05/2022 14:10:00","Nitrogen-_Total",0.173746216,"mg/L",24.83442,-80.74683,0.673
"...2659","FIU_WQMP","207-W","11/28/2022 12:54:00","Nitrogen-_Total",0.076917004,"mg/L",25.36443,-80.21508,0.666
"...2660","FIU_WQMP","500-W","12/04/2022 13:50:00","Nitrogen-_Total",0.118077121,"mg/L",25.08535,-80.43346,0.667
"...2661","FIU_WQMP","502-W","03/05/2023 14:34:00","Nitrogen-_Total",0.213099789,"mg/L",24.9265,-80.62067,0.653
"...2662","FIU_WQMP","301-W","11/29/2022 15:57:00","Nitrogen-_Total",0.126300381,"mg/L",24.77258,-81.39665,0.711
"...2663","FIU_WQMP","268-W","12/01/2022 15:33:00","Nitrogen-_Total",0.171875629,"mg/L",24.58782,-81.57698,0.727
"...2664","FIU_WQMP","237-W","03/05/2023 12:00:00","Nitrogen-_Total",0.0901046,"mg/L",24.83265,-80.64907,0.62
"...2665","FIU_WQMP","223-W","12/04/2022 14:00:00","Nitrogen-_Total",0.09865166,"mg/L",25.06018,-80.42312,0.776
"...2666","FIU_WQMP","310-W","06/14/2023 12:09:00","Nitrogen-_Total",0.13777,"mg/L",24.65752,-81.63265,0.746
"...2667","FIU_WQMP","307-W","06/16/2023 12:04:00","Nitrogen-_Total",0.08454,"mg/L",24.72503,-81.52052,0.667
"...2668","FIU_WQMP","273-W","02/12/2015 17:47:00","Nitrogen-_Total",0.09733,"mg/L",24.4929,-81.6571,0.72
"...2669","FIU_WQMP","249-W","02/17/2015 15:09:00","Nitrogen-_Total",0.07432,"mg/L",24.675,-80.9583,0.68
"...2670","FIU_WQMP","224-W","05/31/2023 13:18:00","Nitrogen-_Total",0.06576,"mg/L",25.03082,-80.39527,0.776
"...2671","FIU_WQMP","307-W","02/18/2015 15:50:00","Nitrogen-_Total",0.13217,"mg/L",24.72503,-81.52052,0.71
"...2672","FIU_WQMP","309-W","02/09/2015 11:05:00","Nitrogen-_Total",0.17439,"mg/L",24.69772,-81.68318,0.66
"...2673","FIU_WQMP","284-W","06/19/2023 16:25:00","Nitrogen-_Total",0.1229,"mg/L",24.87667,-80.95833,0.737
"...2674","FIU_WQMP","260-W","06/07/2023 12:10:00","Nitrogen-_Total",0.18596,"mg/L",24.6255,-81.41662,0.678
"...2675","FIU_WQMP","280-W","02/12/2015 16:35:00","Nitrogen-_Total",0.08675,"mg/L",24.45363,-81.84365,0.75
"...2676","FIU_WQMP","232-W","02/05/2015 12:28:00","Nitrogen-_Total",0.0953,"mg/L",24.92703,-80.59852,0.7
"...2677","FIU_WQMP","244-W","02/16/2015 13:11:00","Nitrogen-_Total",0.23481,"mg/L",24.79333,-80.86333,0.71
"...2678","FIU_WQMP","224-W","02/05/2015 15:25:00","Nitrogen-_Total",0.07563,"mg/L",25.03082,-80.39527,0.68
"...2679","FIU_WQMP","290-W","06/19/2023 15:37:00","Nitrogen-_Total",0.06096,"mg/L",24.86267,-81.21623,0.99
"...2680","FIU_WQMP","235-W","02/05/2015 13:03:00","Nitrogen-_Total",0.07638,"mg/L",24.87123,-80.66865,0.65
"...2681","FIU_WQMP","256-W","02/17/2015 17:03:00","Nitrogen-_Total",0.07984,"mg/L",24.58497,-81.23408,0.68
"...2682","FIU_WQMP","254-W","06/07/2023 15:47:00","Nitrogen-_Total",0.15295,"mg/L",24.65792,-81.26502,0.992
"...2683","FIU_WQMP","241-W","06/09/2023 10:27:00","Nitrogen-_Total",0.21116,"mg/L",24.80247,-80.8089,0.742
"...2684","FIU_WQMP","237-W","02/05/2015 13:22:00","Nitrogen-_Total",0.06197,"mg/L",24.83265,-80.64907,0.68
"...2685","FIU_WQMP","296-W","02/25/2015 15:34:00","Nitrogen-_Total",0.12964,"mg/L",24.79152,-81.28908,0.66
"...2686","FIU_WQMP","291-W","06/19/2023 15:21:00","Nitrogen-_Total",0.34725,"mg/L",24.81682,-81.14678,0.708
"...2687","FIU_WQMP","310-W","02/09/2015 10:39:00","Nitrogen-_Total",0.19653,"mg/L",24.65752,-81.63265,0.65
"...2688","FIU_WQMP","268-W","06/07/2023 13:01:00","Nitrogen-_Total",0.16677,"mg/L",24.58782,-81.57698,0.691
"...2689","FIU_WQMP","503-W","06/04/2023 10:10:00","Nitrogen-_Total",0.29839,"mg/L",24.9205,-80.63477,0.692
"...2690","FIU_WQMP","504-W","06/09/2023 11:47:00","Nitrogen-_Total",0.29231,"mg/L",24.72254,-81.04338,0.687
"...2691","FIU_WQMP","235-W","06/04/2023 11:45:00","Nitrogen-_Total",0.11945,"mg/L",24.87123,-80.66865,0.801
"...2692","FIU_WQMP","253-W","06/07/2023 11:22:00","Nitrogen-_Total",0.23292,"mg/L",24.64537,-81.30723,0.675
"...2693","FIU_WQMP","201-W","02/04/2015 13:46:00","Nitrogen-_Total",0.08888,"mg/L",25.51,-80.165,0.48
"...2694","FIU_WQMP","278-W","02/12/2015 16:09:00","Nitrogen-_Total",0.09239,"mg/L",24.49862,-81.81895,0.72
"...2695","FIU_WQMP","305-W","02/24/2015 17:12:00","Nitrogen-_Total",0.10045,"mg/L",24.76852,-81.555,0.71
"...2696","FIU_WQMP","318-W","05/18/2023 13:38:00","Nitrogen-_Total",0.12138,"mg/L",24.65083,-81.90467,0.701
"...2697","FIU_WQMP","281-W","05/18/2023 08:01:00","Nitrogen-_Total",0.1046,"mg/L",24.495,-81.89167,0.742
"...2698","FIU_WQMP","213-W","05/25/2023 15:43:00","Nitrogen-_Total",0.05,"mg/L",25.26312,-80.18773,0.756
"...2699","FIU_WQMP","268-W","02/12/2015 14:26:00","Nitrogen-_Total",0.12961,"mg/L",24.58782,-81.57698,0.76
"...2700","FIU_WQMP","243-W","06/09/2023 14:43:00","Nitrogen-_Total",0.07184,"mg/L",24.745,-80.78333,0.722
"...2701","FIU_WQMP","259-W","06/07/2023 14:47:00","Nitrogen-_Total",0.10432,"mg/L",24.57037,-81.32167,0.803
"...2702","FIU_WQMP","223-W","06/01/2023 11:06:00","Nitrogen-_Total",0.08928,"mg/L",25.06018,-80.42312,0.697
"...2703","FIU_WQMP","226-W","02/07/2015 10:07:00","Nitrogen-_Total",0.13706,"mg/L",25.0084,-80.50148,0.71
"...2704","FIU_WQMP","204-W","02/04/2015 13:22:00","Nitrogen-_Total",0.08328,"mg/L",25.43082,-80.19553,0.8
"...2705","FIU_WQMP","319-W","02/23/2015 11:57:00","Nitrogen-_Total",0.10543,"mg/L",24.629,-82.07133,0.72
"...2706","FIU_WQMP","237-W","05/31/2023 14:59:00","Nitrogen-_Total",0.07069,"mg/L",24.83265,-80.64907,0.735
"...2707","FIU_WQMP","229-W","06/04/2023 13:33:00","Nitrogen-_Total",0.13859,"mg/L",24.95012,-80.56218,0.669
"...2708","FIU_WQMP","259-W","02/17/2015 17:28:00","Nitrogen-_Total",0.07913,"mg/L",24.57037,-81.32167,0.66
"...2709","FIU_WQMP","249-W","06/09/2023 13:43:00","Nitrogen-_Total",0.07036,"mg/L",24.675,-80.9583,0.744
"...2710","FIU_WQMP","220-W","02/05/2015 16:38:00","Nitrogen-_Total",0.08423,"mg/L",25.11355,-80.37342,0.65
"...2711","FIU_WQMP","332-W","02/23/2015 16:00:00","Nitrogen-_Total",0.15884,"mg/L",24.5355,-82.36733,0.69
"...2712","FIU_WQMP","254-W","02/18/2015 13:23:00","Nitrogen-_Total",0.11892,"mg/L",24.65792,-81.26502,0.66
"...2713","FIU_WQMP","318-W","02/23/2015 11:28:00","Nitrogen-_Total",0.12305,"mg/L",24.65083,-81.90467,0.75
"...2714","FIU_WQMP","278-W","06/05/2023 13:59:00","Nitrogen-_Total",0.12567,"mg/L",24.49862,-81.81895,0.716
"...2715","FIU_WQMP","227-W","06/01/2023 11:30:00","Nitrogen-_Total",0.09103,"mg/L",25.00167,-80.4749,0.67
"...2716","FIU_WQMP","263-W","02/24/2015 14:58:00","Nitrogen-_Total",0.0604,"mg/L",24.54843,-81.39742,0.71
"...2717","FIU_WQMP","502-W","06/04/2023 12:56:00","Nitrogen-_Total",0.18268,"mg/L",24.9265,-80.62067,0.819
"...2718","FIU_WQMP","210-W","02/04/2015 16:23:00","Nitrogen-_Total",0.07214,"mg/L",25.325,-80.1636,0.75
"...2719","FIU_WQMP","325-W","05/18/2023 08:58:00","Nitrogen-_Total",0.11368,"mg/L",24.54167,-82.1,0.686
"...2720","FIU_WQMP","333-W","05/18/2023 10:42:00","Nitrogen-_Total",0.0889,"mg/L",24.57717,-82.49133,0.731
"...2721","FIU_WQMP","507-W","02/18/2015 14:05:00","Nitrogen-_Total",0.18141,"mg/L",24.69309,-81.35463,0.66
"...2722","FIU_WQMP","228-W","05/31/2023 13:42:00","Nitrogen-_Total",0.0615,"mg/L",24.97667,-80.45,0.811
"...2723","FIU_WQMP","501-W","05/25/2023 10:25:00","Nitrogen-_Total",0.55341,"mg/L",25.11053,-80.43421,0.679
"...2724","FIU_WQMP","325-W","02/23/2015 12:19:00","Nitrogen-_Total",0.08411,"mg/L",24.54167,-82.1,0.75
"...2725","FIU_WQMP","228-W","02/05/2015 14:48:00","Nitrogen-_Total",0.07276,"mg/L",24.97667,-80.45,0.72
"...2726","FIU_WQMP","324-W","02/23/2015 13:08:00","Nitrogen-_Total",0.10775,"mg/L",24.65333,-82.15833,0.71
"...2727","FIU_WQMP","203-W","02/04/2015 15:20:00","Nitrogen-_Total",0.08294,"mg/L",25.48053,-80.11768,0.68
"...2728","FIU_WQMP","324-W","05/18/2023 12:48:00","Nitrogen-_Total",0.08224,"mg/L",24.65333,-82.15833,0.691
"...2729","FIU_WQMP","322-W","02/23/2015 17:44:00","Nitrogen-_Total",0.06545,"mg/L",24.45833,-81.98167,0.69
"...2730","FIU_WQMP","275-W","06/05/2023 16:35:00","Nitrogen-_Total",0.11979,"mg/L",24.52143,-81.74422,0.709
"...2731","FIU_WQMP","218-W","05/31/2023 11:54:00","Nitrogen-_Total",0.06197,"mg/L",25.15897,-80.29455,0.718
"...2732","FIU_WQMP","219-W","05/31/2023 11:36:00","Nitrogen-_Total",0.05494,"mg/L",25.142,-80.258,0.707
"...2733","FIU_WQMP","271-W","02/12/2015 15:12:00","Nitrogen-_Total",0.12487,"mg/L",24.55667,-81.66667,0.67
"...2734","FIU_WQMP","402-W","06/09/2023 13:07:00","Nitrogen-_Total",0.14981,"mg/L",24.63,-81.112,0.667
"...2735","FIU_WQMP","275-W","02/12/2015 15:42:00","Nitrogen-_Total",0.09343,"mg/L",24.52143,-81.74422,0.68
"...2736","FIU_WQMP","219-W","02/04/2015 17:55:00","Nitrogen-_Total",0.06928,"mg/L",25.142,-80.258,0.73
"...2737","FIU_WQMP","280-W","06/05/2023 14:29:00","Nitrogen-_Total",0.09849,"mg/L",24.45363,-81.84365,0.798
"...2738","FIU_WQMP","255-W","06/07/2023 15:31:00","Nitrogen-_Total",0.13607,"mg/L",24.62168,-81.24308,0.769
"...2739","FIU_WQMP","200-W","05/25/2023 14:09:00","Nitrogen-_Total",0.09594,"mg/L",25.59,-80.1,0.724
"...2740","FIU_WQMP","203-W","05/25/2023 14:34:00","Nitrogen-_Total",0.07683,"mg/L",25.48053,-80.11768,0.723
"...2741","FIU_WQMP","213-W","02/04/2015 16:52:00","Nitrogen-_Total",0.07966,"mg/L",25.26312,-80.18773,0.66
"...2742","FIU_WQMP","508-W","02/09/2015 09:30:00","Nitrogen-_Total",0.18662,"mg/L",24.57375,-81.76014,0.67
"...2743","FIU_WQMP","287-W","02/07/2015 12:26:00","Nitrogen-_Total",0.21938,"mg/L",24.84667,-81.00833,0.66
"...2744","FIU_WQMP","504-W","02/16/2015 14:28:00","Nitrogen-_Total",0.13854,"mg/L",24.72254,-81.04338,0.66
"...2745","FIU_WQMP","211-W","06/01/2023 09:28:00","Nitrogen-_Total",0.11849,"mg/L",25.30788,-80.26165,0.682
"...2746","FIU_WQMP","222-W","05/31/2023 12:27:00","Nitrogen-_Total",0.06373,"mg/L",25.07237,-80.31277,0.726
"...2747","FIU_WQMP","294-W","02/07/2015 13:46:00","Nitrogen-_Total",0.18605,"mg/L",24.7555,-81.17218,0.66
"...2748","FIU_WQMP","401-W","02/05/2015 13:37:00","Nitrogen-_Total",0.09617,"mg/L",24.853,-80.622,0.67
"...2749","FIU_WQMP","502-W","02/05/2015 12:45:00","Nitrogen-_Total",0.14918,"mg/L",24.9265,-80.62067,0.65
"...2750","FIU_WQMP","335-W","05/18/2023 09:54:00","Nitrogen-_Total",0.06416,"mg/L",24.46083,-82.38317,0.703
"...2751","FIU_WQMP","284-W","02/07/2015 12:12:00","Nitrogen-_Total",0.23672,"mg/L",24.87667,-80.95833,0.69
"...2752","FIU_WQMP","287-W","09/29/2019 12:44:00","Nitrogen-_Total",0.25,"mg/L",24.84667,-81.00833,0.672
"...2753","FIU_WQMP","275-W","02/28/2019 11:40:00","Nitrogen-_Total",0.16,"mg/L",24.52143,-81.74422,0.69
"...2754","FIU_WQMP","200-W","02/05/2019 12:28:00","Nitrogen-_Total",0.09,"mg/L",25.59,-80.1,0.79
"...2755","FIU_WQMP","230-W","08/16/2019 12:20:00","Nitrogen-_Total",0.05,"mg/L",24.93965,-80.55162,0.712
"...2756","FIU_WQMP","328-W","09/17/2019 13:47:00","Nitrogen-_Total",0.07667,"mg/L",24.454,-82.224,0.685
"...2757","FIU_WQMP","231-W","09/25/2019 14:28:00","Nitrogen-_Total",0.07333,"mg/L",24.925,-80.503,0.857
"...2758","FIU_WQMP","292-W","02/07/2019 12:17:00","Nitrogen-_Total",0.20069,"mg/L",24.76312,-81.11248,0.74
"...2759","FIU_WQMP","273-W","09/16/2019 14:42:00","Nitrogen-_Total",0.08333,"mg/L",24.4929,-81.6571,0.672
"...2760","FIU_WQMP","332-W","09/17/2019 12:38:00","Nitrogen-_Total",0.09333,"mg/L",24.5355,-82.36733,0.738
"...2761","FIU_WQMP","213-W","08/15/2019 11:19:00","Nitrogen-_Total",0.04127,"mg/L",25.26312,-80.18773,0.672
"...2762","FIU_WQMP","276-W","02/28/2019 10:27:00","Nitrogen-_Total",0.08333,"mg/L",24.47538,-81.73742,0.74
"...2763","FIU_WQMP","249-W","09/24/2019 11:11:00","Nitrogen-_Total",0.08,"mg/L",24.675,-80.9583,0.659
"...2764","FIU_WQMP","250-W","09/24/2019 12:51:00","Nitrogen-_Total",0.12,"mg/L",24.69193,-81.18245,0.685
"...2765","FIU_WQMP","200-W","08/15/2019 12:58:00","Nitrogen-_Total",0.04127,"mg/L",25.59,-80.1,0.67
"...2766","FIU_WQMP","401-W","02/06/2019 09:41:00","Nitrogen-_Total",0.14414,"mg/L",24.853,-80.622,0.79
"...2767","FIU_WQMP","235-W","02/06/2019 11:02:00","Nitrogen-_Total",0.17274,"mg/L",24.87123,-80.66865,0.66
"...2768","FIU_WQMP","307-W","02/21/2019 11:36:00","Nitrogen-_Total",0.19209,"mg/L",24.72503,-81.52052,0.78
"...2769","FIU_WQMP","267-W","09/26/2019 12:16:00","Nitrogen-_Total",0.11667,"mg/L",24.53008,-81.4873,0.844
"...2770","FIU_WQMP","267-W","03/01/2019 10:40:00","Nitrogen-_Total",0.08667,"mg/L",24.53008,-81.4873,0.69
"...2771","FIU_WQMP","249-W","02/15/2019 12:33:00","Nitrogen-_Total",0.12,"mg/L",24.675,-80.9583,0.73
"...2772","FIU_WQMP","503-W","02/06/2019 11:27:00","Nitrogen-_Total",0.36258,"mg/L",24.9205,-80.63477,0.66
"...2773","FIU_WQMP","312-W","02/19/2019 12:13:00","Nitrogen-_Total",0.18333,"mg/L",24.65978,-81.76343,0.69
"...2774","FIU_WQMP","314-W","02/21/2019 12:25:00","Nitrogen-_Total",0.19255,"mg/L",24.75043,-81.43578,0.66
"...2775","FIU_WQMP","507-W","09/27/2019 14:49:00","Nitrogen-_Total",0.435,"mg/L",24.69309,-81.35463,0.764
"...2776","FIU_WQMP","318-W","09/17/2019 07:32:00","Nitrogen-_Total",0.15,"mg/L",24.65083,-81.90467,0.725
"...2777","FIU_WQMP","254-W","03/01/2019 08:57:00","Nitrogen-_Total",0.18667,"mg/L",24.65792,-81.26502,0.74
"...2778","FIU_WQMP","256-W","09/26/2019 10:47:00","Nitrogen-_Total",0.11,"mg/L",24.58497,-81.23408,0.764
"...2779","FIU_WQMP","325-W","02/25/2019 14:30:00","Nitrogen-_Total",0.14845,"mg/L",24.54167,-82.1,0.83
"...2780","FIU_WQMP","317-W","02/19/2019 10:15:00","Nitrogen-_Total",0.21,"mg/L",24.575,-81.78833,0.67
"...2781","FIU_WQMP","280-W","02/28/2019 10:54:00","Nitrogen-_Total",0.08333,"mg/L",24.45363,-81.84365,0.76
"...2782","FIU_WQMP","287-W","02/07/2019 10:44:00","Nitrogen-_Total",0.21897,"mg/L",24.84667,-81.00833,0.66
"...2783","FIU_WQMP","319-W","09/17/2019 09:09:00","Nitrogen-_Total",0.11,"mg/L",24.629,-82.07133,0.778
"...2784","FIU_WQMP","314-W","09/27/2019 12:37:00","Nitrogen-_Total",0.23667,"mg/L",24.75043,-81.43578,0.685
"...2785","FIU_WQMP","206-W","08/15/2019 12:04:00","Nitrogen-_Total",0.04127,"mg/L",25.41497,-80.143,0.685
"...2786","FIU_WQMP","235-W","08/16/2019 11:13:00","Nitrogen-_Total",0.12,"mg/L",24.87123,-80.66865,0.698
"...2787","FIU_WQMP","508-W","02/19/2019 11:04:00","Nitrogen-_Total",0.23667,"mg/L",24.57375,-81.76014,0.7
"...2788","FIU_WQMP","325-W","09/17/2019 08:21:00","Nitrogen-_Total",0.15667,"mg/L",24.54167,-82.1,0.685
"...2789","FIU_WQMP","295-W","09/27/2019 12:08:00","Nitrogen-_Total",0.25,"mg/L",24.85163,-81.35123,0.712
"...2790","FIU_WQMP","291-W","09/29/2019 13:45:00","Nitrogen-_Total",0.15333,"mg/L",24.81682,-81.14678,0.844
"...2791","FIU_WQMP","337-W","02/25/2019 11:27:00","Nitrogen-_Total",0.10166,"mg/L",24.59133,-82.58783,0.76
"...2792","FIU_WQMP","237-W","02/06/2019 10:00:00","Nitrogen-_Total",0.09777,"mg/L",24.83265,-80.64907,0.67
"...2793","FIU_WQMP","312-W","09/28/2019 13:27:00","Nitrogen-_Total",0.14,"mg/L",24.65978,-81.76343,0.751
"...2794","FIU_WQMP","272-W","02/28/2019 09:33:00","Nitrogen-_Total",0.10333,"mg/L",24.50548,-81.65433,0.76
"...2795","FIU_WQMP","296-W","02/21/2019 10:04:00","Nitrogen-_Total",0.18566,"mg/L",24.79152,-81.28908,0.66
"...2796","FIU_WQMP","239-W","09/25/2019 15:51:00","Nitrogen-_Total",0.1,"mg/L",24.80223,-80.7162,0.764
"...2797","FIU_WQMP","266-W","09/26/2019 13:52:00","Nitrogen-_Total",0.25,"mg/L",24.61105,-81.50527,0.659
"...2798","FIU_WQMP","290-W","09/29/2019 13:29:00","Nitrogen-_Total",0.25667,"mg/L",24.86267,-81.21623,0.685
"...2799","FIU_WQMP","267-W","05/29/2019 10:40:00","Nitrogen-_Total",0.08667,"mg/L",24.53008,-81.4873,0.82
"...2800","FIU_WQMP","213-W","02/05/2019 14:03:00","Nitrogen-_Total",0.09,"mg/L",25.26312,-80.18773,0.67
"...2801","FIU_WQMP","201-W","02/05/2019 12:04:00","Nitrogen-_Total",0.13333,"mg/L",25.51,-80.165,0.69
"...2802","FIU_WQMP","259-W","09/26/2019 11:16:00","Nitrogen-_Total",0.12333,"mg/L",24.57037,-81.32167,0.751
"...2803","FIU_WQMP","215-W","08/15/2019 15:50:00","Nitrogen-_Total",0.04127,"mg/L",25.23667,-80.28897,0.791
"...2804","FIU_WQMP","253-W","09/26/2019 16:30:00","Nitrogen-_Total",0.16667,"mg/L",24.64537,-81.30723,0.712
"...2805","FIU_WQMP","318-W","02/25/2019 15:37:00","Nitrogen-_Total",0.13787,"mg/L",24.65083,-81.90467,0.73
"...2806","FIU_WQMP","278-W","02/28/2019 11:15:00","Nitrogen-_Total",0.15,"mg/L",24.49862,-81.81895,0.66
"...2807","FIU_WQMP","504-W","09/24/2019 13:24:00","Nitrogen-_Total",0.19,"mg/L",24.72254,-81.04338,0.712
"...2808","FIU_WQMP","207-W","08/15/2019 14:45:00","Nitrogen-_Total",0.04127,"mg/L",25.36443,-80.21508,0.685
"...2809","FIU_WQMP","232-W","02/06/2019 12:02:00","Nitrogen-_Total",0.11458,"mg/L",24.92703,-80.59852,0.67
"...2810","FIU_WQMP","223-W","02/06/2019 13:35:00","Nitrogen-_Total",0.13,"mg/L",25.06018,-80.42312,0.82
"...2811","FIU_WQMP","243-W","09/24/2019 10:11:00","Nitrogen-_Total",0.09667,"mg/L",24.745,-80.78333,0.764
"...2812","FIU_WQMP","268-W","03/01/2019 11:38:00","Nitrogen-_Total",0.15,"mg/L",24.58782,-81.57698,0.79
"...2813","FIU_WQMP","238-W","02/06/2019 10:41:00","Nitrogen-_Total",0.1395,"mg/L",24.83442,-80.74683,0.66
"...2814","FIU_WQMP","290-W","02/07/2019 11:30:00","Nitrogen-_Total",0.20069,"mg/L",24.86267,-81.21623,0.69
"...2815","FIU_WQMP","201-W","08/15/2019 14:02:00","Nitrogen-_Total",0.04127,"mg/L",25.51,-80.165,0.857
"...2816","FIU_WQMP","294-W","09/29/2019 14:35:00","Nitrogen-_Total",0.16333,"mg/L",24.7555,-81.17218,0.712
"...2817","FIU_WQMP","501-W","08/15/2019 10:00:00","Nitrogen-_Total",0.72667,"mg/L",25.11053,-80.43421,0.672
"...2818","FIU_WQMP","266-W","03/01/2019 11:58:00","Nitrogen-_Total",0.23,"mg/L",24.61105,-81.50527,0.8
"...2819","FIU_WQMP","504-W","02/15/2019 14:44:00","Nitrogen-_Total",0.31333,"mg/L",24.72254,-81.04338,0.65
"...2820","FIU_WQMP","209-W","02/19/2019 11:20:00","Nitrogen-_Total",0.19333,"mg/L",24.5857,-81.72272,0.66
"...2821","FIU_WQMP","220-W","02/06/2019 14:07:00","Nitrogen-_Total",0.15333,"mg/L",25.11355,-80.37342,0.76
"...2822","FIU_WQMP","259-W","03/01/2019 09:51:00","Nitrogen-_Total",0.09667,"mg/L",24.57037,-81.32167,0.75
"...2823","FIU_WQMP","309-W","09/28/2019 12:41:00","Nitrogen-_Total",0.23333,"mg/L",24.69772,-81.68318,0.725
"...2824","FIU_WQMP","259-W","09/26/2019 11:16:00","Nitrogen-_Total",0.13,"mg/L",24.57037,-81.32167,0.751
"...2825","FIU_WQMP","289-W","09/29/2019 15:05:00","Nitrogen-_Total",0.16333,"mg/L",24.77775,-81.033,0.672
"...2826","FIU_WQMP","400-W","05/07/2019 10:40:00","Nitrogen-_Total",0.0508,"mg/L",25.1073,-80.3064,0.7
"...2827","FIU_WQMP","248-W","02/15/2019 12:13:00","Nitrogen-_Total",0.13333,"mg/L",24.69167,-80.96667,0.74
"...2828","FIU_WQMP","316-W","02/19/2019 11:40:00","Nitrogen-_Total",0.16333,"mg/L",24.58577,-81.8024,0.66
"...2829","FIU_WQMP","295-W","02/21/2019 10:28:00","Nitrogen-_Total",0.17389,"mg/L",24.85163,-81.35123,0.82
"...2830","FIU_WQMP","246-W","12/13/2020 10:34:00","Nitrogen-_Total",0.15547,"mg/L",24.71317,-80.85813,0.73
"...2831","FIU_WQMP","322-W","12/15/2020 09:10:00","Nitrogen-_Total",0.15667,"mg/L",24.45833,-81.98167,0.66
"...2832","FIU_WQMP","273-W","12/14/2020 13:07:00","Nitrogen-_Total",0.13,"mg/L",24.4929,-81.6571,0.67
"...2833","FIU_WQMP","254-W","02/17/2021 10:33:00","Nitrogen-_Total",0.18,"mg/L",24.65792,-81.26502,0.72
"...2834","FIU_WQMP","267-W","12/14/2020 12:15:00","Nitrogen-_Total",0.10667,"mg/L",24.53008,-81.4873,0.66
"...2835","FIU_WQMP","269-W","03/22/2021 15:32:00","Nitrogen-_Total",0.13333,"mg/L",24.55943,-81.55955,0.83
"...2836","FIU_WQMP","295-W","03/24/2021 13:19:00","Nitrogen-_Total",0.19,"mg/L",24.85163,-81.35123,0.75
"...2837","FIU_WQMP","337-W","03/23/2021 14:42:00","Nitrogen-_Total",0.13333,"mg/L",24.59133,-82.58783,0.67
"...2838","FIU_WQMP","314-W","03/24/2021 11:25:00","Nitrogen-_Total",0.21,"mg/L",24.75043,-81.43578,0.68
"...2839","FIU_WQMP","249-W","09/20/2020 14:41:00","Nitrogen-_Total",0.09667,"mg/L",24.675,-80.9583,0.75
"...2840","FIU_WQMP","285-W","09/25/2020 11:20:00","Nitrogen-_Total",0.09,"mg/L",24.80998,-80.92028,0.69
"...2841","FIU_WQMP","508-W","09/17/2020 11:33:00","Nitrogen-_Total",0.17333,"mg/L",24.57375,-81.76014,0.67
"...2842","FIU_WQMP","401-W","09/20/2020 12:53:00","Nitrogen-_Total",0.12667,"mg/L",24.853,-80.622,0.69
"...2843","FIU_WQMP","501-W","07/02/2020 10:50:00","Nitrogen-_Total",0.73667,"mg/L",25.11053,-80.43421,0.71
"...2844","FIU_WQMP","224-W","07/07/2020 13:01:00","Nitrogen-_Total",0.10667,"mg/L",25.03082,-80.39527,0.69
"...2845","FIU_WQMP","291-W","07/01/2020 16:27:00","Nitrogen-_Total",0.25333,"mg/L",24.81682,-81.14678,0.67
"...2846","FIU_WQMP","217-W","11/13/2020 14:40:00","Nitrogen-_Total",0.10795,"mg/L",25.17332,-80.33985,0.73
"...2847","FIU_WQMP","289-W","11/16/2020 12:57:00","Nitrogen-_Total",0.08895,"mg/L",24.77775,-81.033,0.66
"...2848","FIU_WQMP","201-W","11/13/2020 11:11:00","Nitrogen-_Total",0.12474,"mg/L",25.51,-80.165,0.76
"...2849","FIU_WQMP","502-W","02/17/2021 13:30:00","Nitrogen-_Total",0.23,"mg/L",24.9265,-80.62067,0.66
