Requested report - WIN WAVES
ORGANIZATION ID = 21FLPBCH PROJECT ID - PROJECT NAME = ERMWQ - PBC ERM Ambient Water Quality Monitoring DEP ANALYTE GROUP = General Physical-Chemical | Biological | Nutrients DEP ANALYTE NAME - UNIT = Ammonia (N) - mg/L | Nitrogen- Total Kjeldahl - mg/L | Nitrate (N) - mg/L | Nitrate-Nitrite (N) - mg/L | Nitrite (N) - mg/L | Orthophosphate (P) - mg/L | pH - SU | Phosphorus- Total - mg/L | Salinity - PSU | Turbidity - NTU | Chlorophyll a, free of pheophytin - ug/L | Nitrogen- Total - mg/L | Silica (SiO2) - mg/L | Dissolved Oxygen - mg/L | Temperature, Water - deg C | Chlorophyll a- uncorrected - ug/L | Chlorophyll a- corrected - ug/L
Report Run on APRIL 30, 2025 The data you are accessing are from the WIN Warehouse.  The WIN Warehouse is refreshed on a weekly basis with new data that are submitted to WIN.  The refresh process occurs on the weekend; data uploaded to WIN through each Friday are available in the WIN Warehouse by the following Monday.  WIN replaces Florida STORET as an active data repository.  Florida STORET data are accessible through STORET Public Access (SPA). The following data met your selection criteria
"Organization ID"|"Monitoring Location ID"|"Org Decimal Latitude"|"Org Latitude (DD MM SS.SSSS)"|"Org Decimal Longitude"|"Org Longitude (DD MM SS.SSSS)"|"WBID"|"Activity ID"|"Activity Type"|"Activity Start Date Time"|"Matrix"|"Sample Collection Type"|"Sampling Agency Name"|"Activity Depth"|"Activity Depth Unit"|"Activity Top Depth"|"Activity Bottom Depth"|"Activity Depth Top Bottom Unit"|"DEP Result ID"|"DEP Analyte Name"|"DEP Result Value Number"|"DEP Result Value Text"|"DEP Result Unit"|"DEP MDL"|"DEP PQL"|"Value Qualifier"|"Sample Fraction"|"Lab ID"|"Result Comments"|"Audit Censored Decisions"
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0712202316G1223S"|"Sample"|"07/12/2023 09:52:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448873"|"Orthophosphate (P)"|"0.0061"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0712202316G1223S"|"Sample"|"07/12/2023 09:52:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448874"|"Turbidity"|"2.5"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0712202316G1223S"|"Sample"|"07/12/2023 09:52:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448877"|"Ammonia (N)"|"0.073"|""|"mg/L"|"0.035"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"16"|""|"26 52 19.61"|""|"-80 14 44.48"|"3234C"|"0712202316G1223S"|"Sample"|"07/12/2023 09:52:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448879"|"Phosphorus- Total"|"0.033"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"0712202315G1223S15"|"Field"|"07/12/2023 09:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448925"|"Dissolved Oxygen"|"2.05"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"0712202315G1223S15"|"Field"|"07/12/2023 09:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448927"|"pH"|"7.26"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"15"|""|"26 48 45.78"|""|"-80 9 22.19"|"3234B"|"0712202315G1223S15"|"Field"|"07/12/2023 09:30:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13448929"|"Temperature, Water"|"29.5"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498057"|"Nitrogen- Total Kjeldahl"|"0.54"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498059"|"Phosphorus- Total"|"0.039"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498060"|"Orthophosphate (P)"|"0.019"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498061"|"Ammonia (N)"|"0.047"|""|"mg/L"|"0.035"|"0.05"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498062"|"Nitrate-Nitrite (N)"|"0.032"|""|"mg/L"|"0.015"|"0.05"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498064"|"Chlorophyll a- corrected"|"1"|""|"ug/L"|"1"|"5"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"0727202313G2723S"|"Sample"|"07/27/2023 10:45:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13498068"|"Turbidity"|"1.5"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"0816202311H1623S11"|"Field"|"08/16/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13686257"|"Dissolved Oxygen"|"6.59"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"0816202311H1623S11"|"Field"|"08/16/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13686259"|"pH"|"8.28"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"0816202311H1623S11"|"Field"|"08/16/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13686261"|"Salinity"|"26.72"|""|"PSU"|""|""|""|""|""|""|""
"21FLPBCH"|"11"|""|"26 49 53.52"|""|"-80 3 36.84"|"3226E1"|"0816202311H1623S11"|"Field"|"08/16/2023 14:00:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"13686262"|"Temperature, Water"|"32.4"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735244"|"Nitrate-Nitrite (N)"|"0.099"|""|"mg/L"|"0.015"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735246"|"Chlorophyll a- corrected"|"8.5"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735249"|"Orthophosphate (P)"|"0.15"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735250"|"Turbidity"|"2.3"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735252"|"Nitrogen- Total Kjeldahl"|"1.1"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735255"|"Phosphorus- Total"|"0.21"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"27B"|""|"26 32 18.98"|""|"-80 12 18.7"|"3256B"|"1005202227BJ0522S"|"Sample"|"10/05/2022 12:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735257"|"Ammonia (N)"|"0.26"|""|"mg/L"|"0.035"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522FCEB"|"Equipment Blank"|"10/05/2022 15:30:00"|"QCMatrix-Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|""|""|""|""|""|"11735265"|"Phosphorus- Total"|"0.0037"|""|"mg/L"|"0.0028"|"0.004"|"I"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522FCEB"|"Equipment Blank"|"10/05/2022 15:30:00"|"QCMatrix-Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|""|""|""|""|""|"11735267"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522FCEB"|"Equipment Blank"|"10/05/2022 15:30:00"|"QCMatrix-Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|""|""|""|""|""|"11735268"|"Nitrate-Nitrite (N)"|"0.015"|""|"mg/L"|"0.015"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522FCEB"|"Equipment Blank"|"10/05/2022 15:30:00"|"QCMatrix-Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|""|""|""|""|""|"11735259"|"Nitrogen- Total Kjeldahl"|"0.2"|""|"mg/L"|"0.2"|"0.5"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522FCEB"|"Equipment Blank"|"10/05/2022 15:30:00"|"QCMatrix-Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|""|""|""|""|""|"11735261"|"Orthophosphate (P)"|"0.0038"|""|"mg/L"|"0.0038"|"0.004"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735270"|"Nitrate-Nitrite (N)"|"0.24"|""|"mg/L"|"0.015"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735271"|"Ammonia (N)"|"0.15"|""|"mg/L"|"0.035"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735272"|"Orthophosphate (P)"|"0.15"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735274"|"Nitrogen- Total Kjeldahl"|"0.97"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735275"|"Chlorophyll a- corrected"|"7"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735280"|"Turbidity"|"1.4"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"28"|""|"26 32 20.77"|""|"-80 3 26.46"|"3256B"|"1005202228J0522S"|"Sample"|"10/05/2022 15:15:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"11735281"|"Phosphorus- Total"|"0.19"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907194"|"Chlorophyll a- corrected"|"12.2"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907196"|"Nitrate-Nitrite (N)"|"0.19"|""|"mg/L"|"0.015"|"0.05"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907197"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907198"|"Orthophosphate (P)"|"0.046"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907199"|"Phosphorus- Total"|"0.09"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907202"|"Nitrogen- Total Kjeldahl"|"0.89"|""|"mg/L"|"0.2"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"22"|""|"26 36 33.27"|""|"-80 4 39.44"|"3256A"|"0315202322C1523S"|"Sample"|"03/15/2023 13:00:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"12907204"|"Turbidity"|"2.8"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775890"|"Turbidity"|"3"|""|"NTU"|"0.2"|"0.2"|""|""|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775901"|"Chlorophyll a- corrected"|"22.7"|""|"ug/L"|"1"|"5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775908"|"Nitrogen- Total Kjeldahl"|"1.2"|""|"mg/L"|"0.086"|"0.5"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775925"|"Ammonia (N)"|"0.035"|""|"mg/L"|"0.035"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775935"|"Phosphorus- Total"|"0.24"|""|"mg/L"|"0.0028"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775838"|"Orthophosphate (P)"|"0.16"|""|"mg/L"|"0.0038"|"0.004"|""|"Total"|"E84973"|""|""
"21FLPBCH"|"31E"|""|"26 25 25.93"|""|"-80 12 13.97"|"3262B1"|"0506202031EE0620S"|"Sample"|"05/06/2020 12:40:00"|"AQUEOUS-Surface Water"|"Intermediate Grab"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"6775873"|"Nitrate-Nitrite (N)"|"0.033"|""|"mg/L"|"0.033"|"0.05"|"U"|"Total"|"E84973"|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"1015202013J15205BBBBBBBBBB"|"Field"|"10/15/2020 14:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"7328798"|"pH"|"7.72"|""|"SU"|""|""|""|""|""|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"1015202013J15205BBBBBBBBBB"|"Field"|"10/15/2020 14:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"7328808"|"Salinity"|"14.29"|""|"PSU"|""|""|""|""|""|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"1015202013J15205BBBBBBBBBB"|"Field"|"10/15/2020 14:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"7328811"|"Dissolved Oxygen"|"6.64"|""|"mg/L"|""|""|""|""|""|""|""
"21FLPBCH"|"13"|""|"26 48 30.65"|""|"-80 3 21.46"|"3226E1"|"1015202013J15205BBBBBBBBBB"|"Field"|"10/15/2020 14:45:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"7328828"|"Temperature, Water"|"30"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"43"|""|"26 39 51.82"|""|"-80 42 44.72"|"3248"|"1130202043K30205DDDDDD"|"Field"|"11/30/2020 10:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"7626142"|"Temperature, Water"|"23.3"|""|"deg C"|""|""|""|""|""|""|""
"21FLPBCH"|"43"|""|"26 39 51.82"|""|"-80 42 44.72"|"3248"|"1130202043K30205DDDDDD"|"Field"|"11/30/2020 10:40:00"|"AQUEOUS-Surface Water"|"Field Testing-Discrete"|"PALM BEACH COUNTY (DEPARTMENT OF ENVIRONMENTAL MANAGEMENT)"|"0.5"|"m"|""|""|""|"7626160"|"Dissolved Oxygen"|"6.56"|""|"mg/L"|""|""|""|""|""|""|""
